bits,x,atanf_bits,atanf
101BAA7C,3.06996965e-29,101BAA7C,3.06996965e-29
901BAA7C,-3.06996965e-29,901BAA7C,-3.06996965e-29
277DF23F,3.5242125e-15,277DF23F,3.5242125e-15
A77DF23F,-3.5242125e-15,A77DF23F,-3.5242125e-15
13DE3F8D,5.61033446e-27,13DE3F8D,5.61033446e-27
93DE3F8D,-5.61033446e-27,93DE3F8D,-5.61033446e-27
0CAD0C45,2.66622549e-31,0CAD0C45,2.66622549e-31
8CAD0C45,-2.66622549e-31,8CAD0C45,-2.66622549e-31
2B1D88AD,5.59672805e-13,2B1D88AD,5.59672805e-13
AB1D88AD,-5.59672805e-13,AB1D88AD,-5.59672805e-13
1057F1B3,4.2587472e-29,1057F1B3,4.2587472e-29
9057F1B3,-4.2587472e-29,9057F1B3,-4.2587472e-29
2F8A51A8,2.5160074e-10,2F8A51A8,2.5160074e-10
AF8A51A8,-2.5160074e-10,AF8A51A8,-2.5160074e-10
19F7BCC4,2.56154432e-23,19F7BCC4,2.56154432e-23
99F7BCC4,-2.56154432e-23,99F7BCC4,-2.56154432e-23
137C0C01,3.18127901e-27,137C0C01,3.18127901e-27
937C0C01,-3.18127901e-27,937C0C01,-3.18127901e-27
10B8EA2D,7.29360082e-29,10B8EA2D,7.29360082e-29
90B8EA2D,-7.29360082e-29,90B8EA2D,-7.29360082e-29
09439A8E,2.35449425e-33,09439A8E,2.35449425e-33
89439A8E,-2.35449425e-33,89439A8E,-2.35449425e-33
2214F3C2,2.01867845e-18,2214F3C2,2.01867845e-18
A214F3C2,-2.01867845e-18,A214F3C2,-2.01867845e-18
1C13386A,4.87111335e-22,1C13386A,4.87111335e-22
9C13386A,-4.87111335e-22,9C13386A,-4.87111335e-22
26D24530,1.45904305e-15,26D24530,1.45904305e-15
A6D24530,-1.45904305e-15,A6D24530,-1.45904305e-15
0080924D,1.18074263e-38,0080924D,1.18074263e-38
8080924D,-1.18074263e-38,8080924D,-1.18074263e-38
1A10A82B,2.99143471e-23,1A10A82B,2.99143471e-23
9A10A82B,-2.99143471e-23,9A10A82B,-2.99143471e-23
0FA45FFC,1.62086204e-29,0FA45FFC,1.62086204e-29
8FA45FFC,-1.62086204e-29,8FA45FFC,-1.62086204e-29
18EB6099,6.08436149e-24,18EB6099,6.08436149e-24
98EB6099,-6.08436149e-24,98EB6099,-6.08436149e-24
148BC1EC,1.41119019e-26,148BC1EC,1.41119019e-26
948BC1EC,-1.41119019e-26,948BC1EC,-1.41119019e-26
21ACE17A,1.17148565e-18,21ACE17A,1.17148565e-18
A1ACE17A,-1.17148565e-18,A1ACE17A,-1.17148565e-18
26DC4120,1.52832188e-15,26DC4120,1.52832188e-15
A6DC4120,-1.52832188e-15,A6DC4120,-1.52832188e-15
05295A34,7.96290951e-36,05295A34,7.96290951e-36
85295A34,-7.96290951e-36,85295A34,-7.96290951e-36
0CD889E6,3.3363064e-31,0CD889E6,3.3363064e-31
8CD889E6,-3.3363064e-31,8CD889E6,-3.3363064e-31
2EF98C59,1.13481398e-10,2EF98C59,1.13481398e-10
AEF98C59,-1.13481398e-10,AEF98C59,-1.13481398e-10
2EC9CE6F,9.17709173e-11,2EC9CE6F,9.17709173e-11
AEC9CE6F,-9.17709173e-11,AEC9CE6F,-9.17709173e-11
043649C0,2.14278615e-36,043649C0,2.14278615e-36
843649C0,-2.14278615e-36,843649C0,-2.14278615e-36
0A3B303C,9.01279437e-33,0A3B303C,9.01279437e-33
8A3B303C,-9.01279437e-33,8A3B303C,-9.01279437e-33
1090EFE0,5.71675711e-29,1090EFE0,5.71675711e-29
9090EFE0,-5.71675711e-29,9090EFE0,-5.71675711e-29
2A626D4F,2.01107563e-13,2A626D4F,2.01107563e-13
AA626D4F,-2.01107563e-13,AA626D4F,-2.01107563e-13
23E29066,2.45641242e-17,23E29066,2.45641242e-17
A3E29066,-2.45641242e-17,A3E29066,-2.45641242e-17
034DEB24,6.05140137e-37,034DEB24,6.05140137e-37
834DEB24,-6.05140137e-37,834DEB24,-6.05140137e-37
045A8569,2.56870358e-36,045A8569,2.56870358e-36
845A8569,-2.56870358e-36,845A8569,-2.56870358e-36
16FB969F,4.06462923e-25,16FB969F,4.06462923e-25
96FB969F,-4.06462923e-25,96FB969F,-4.06462923e-25
015D4FE5,4.06486108e-38,015D4FE5,4.06486108e-38
815D4FE5,-4.06486108e-38,815D4FE5,-4.06486108e-38
1E6DDC0A,1.25921785e-20,1E6DDC0A,1.25921785e-20
9E6DDC0A,-1.25921785e-20,9E6DDC0A,-1.25921785e-20
25B14ABB,3.07552449e-16,25B14ABB,3.07552449e-16
A5B14ABB,-3.07552449e-16,A5B14ABB,-3.07552449e-16
0AC14BB9,1.86137077e-32,0AC14BB9,1.86137077e-32
8AC14BB9,-1.86137077e-32,8AC14BB9,-1.86137077e-32
0FF877C2,2.45008171e-29,0FF877C2,2.45008171e-29
8FF877C2,-2.45008171e-29,8FF877C2,-2.45008171e-29
27F4D7A9,6.79574237e-15,27F4D7A9,6.79574237e-15
A7F4D7A9,-6.79574237e-15,A7F4D7A9,-6.79574237e-15
1CB07973,1.16780969e-21,1CB07973,1.16780969e-21
9CB07973,-1.16780969e-21,9CB07973,-1.16780969e-21
081DF3AB,4.75318993e-34,081DF3AB,4.75318993e-34
881DF3AB,-4.75318993e-34,881DF3AB,-4.75318993e-34
0EA46966,4.05306164e-30,0EA46966,4.05306164e-30
8EA46966,-4.05306164e-30,8EA46966,-4.05306164e-30
200C9F1C,1.19111061e-19,200C9F1C,1.19111061e-19
A00C9F1C,-1.19111061e-19,A00C9F1C,-1.19111061e-19
0BC0525B,7.40796246e-32,0BC0525B,7.40796246e-32
8BC0525B,-7.40796246e-32,8BC0525B,-7.40796246e-32
0C220E2C,1.24842907e-31,0C220E2C,1.24842907e-31
8C220E2C,-1.24842907e-31,8C220E2C,-1.24842907e-31
137265AB,3.05948204e-27,137265AB,3.05948204e-27
937265AB,-3.05948204e-27,937265AB,-3.05948204e-27
27F700D8,6.85571866e-15,27F700D8,6.85571866e-15
A7F700D8,-6.85571866e-15,A7F700D8,-6.85571866e-15
00E3C4BF,2.09172368e-38,00E3C4BF,2.09172368e-38
80E3C4BF,-2.09172368e-38,80E3C4BF,-2.09172368e-38
2010616C,1.22295086e-19,2010616C,1.22295086e-19
A010616C,-1.22295086e-19,A010616C,-1.22295086e-19
03C57100,1.16045629e-36,03C57100,1.16045629e-36
83C57100,-1.16045629e-36,83C57100,-1.16045629e-36
1FE4FE9E,9.69829848e-20,1FE4FE9E,9.69829848e-20
9FE4FE9E,-9.69829848e-20,9FE4FE9E,-9.69829848e-20
01A2A02A,5.97392257e-38,01A2A02A,5.97392257e-38
81A2A02A,-5.97392257e-38,81A2A02A,-5.97392257e-38
20FAAEB6,4.24672614e-19,20FAAEB6,4.24672614e-19
A0FAAEB6,-4.24672614e-19,A0FAAEB6,-4.24672614e-19
27CF2AEB,5.75005733e-15,27CF2AEB,5.75005733e-15
A7CF2AEB,-5.75005733e-15,A7CF2AEB,-5.75005733e-15
146390CE,1.14891289e-26,146390CE,1.14891289e-26
946390CE,-1.14891289e-26,946390CE,-1.14891289e-26
017F5B15,4.69014512e-38,017F5B15,4.69014512e-38
817F5B15,-4.69014512e-38,817F5B15,-4.69014512e-38
07EC29E8,3.55339636e-34,07EC29E8,3.55339636e-34
87EC29E8,-3.55339636e-34,87EC29E8,-3.55339636e-34
12B1C8C3,1.1219762e-27,12B1C8C3,1.1219762e-27
92B1C8C3,-1.1219762e-27,92B1C8C3,-1.1219762e-27
0C41CB42,1.49293448e-31,0C41CB42,1.49293448e-31
8C41CB42,-1.49293448e-31,8C41CB42,-1.49293448e-31
06884660,5.12609209e-35,06884660,5.12609209e-35
86884660,-5.12609209e-35,86884660,-5.12609209e-35
1A1EEE44,3.28661036e-23,1A1EEE44,3.28661036e-23
9A1EEE44,-3.28661036e-23,9A1EEE44,-3.28661036e-23
098F29BD,3.44652482e-33,098F29BD,3.44652482e-33
898F29BD,-3.44652482e-33,898F29BD,-3.44652482e-33
1B535A05,1.74825978e-22,1B535A05,1.74825978e-22
9B535A05,-1.74825978e-22,9B535A05,-1.74825978e-22
0688B0EF,5.14174947e-35,0688B0EF,5.14174947e-35
8688B0EF,-5.14174947e-35,8688B0EF,-5.14174947e-35
00CC8640,1.8782601e-38,00CC8640,1.8782601e-38
80CC8640,-1.8782601e-38,80CC8640,-1.8782601e-38
0926C66A,2.0074817e-33,0926C66A,2.0074817e-33
8926C66A,-2.0074817e-33,8926C66A,-2.0074817e-33
0926F40D,2.00962753e-33,0926F40D,2.00962753e-33
8926F40D,-2.00962753e-33,8926F40D,-2.00962753e-33
0912078C,1.75776593e-33,0912078C,1.75776593e-33
8912078C,-1.75776593e-33,8912078C,-1.75776593e-33
1B4F0C77,1.71266663e-22,1B4F0C77,1.71266663e-22
9B4F0C77,-1.71266663e-22,9B4F0C77,-1.71266663e-22
0613E315,2.78144607e-35,0613E315,2.78144607e-35
8613E315,-2.78144607e-35,8613E315,-2.78144607e-35
0995A995,3.60299194e-33,0995A995,3.60299194e-33
8995A995,-3.60299194e-33,8995A995,-3.60299194e-33
0FBC1457,1.85460659e-29,0FBC1457,1.85460659e-29
8FBC1457,-1.85460659e-29,8FBC1457,-1.85460659e-29
0FC274B4,1.91748294e-29,0FC274B4,1.91748294e-29
8FC274B4,-1.91748294e-29,8FC274B4,-1.91748294e-29
154AC1DE,4.09465094e-26,154AC1DE,4.09465094e-26
954AC1DE,-4.09465094e-26,954AC1DE,-4.09465094e-26
02305E2A,1.29574616e-37,02305E2A,1.29574616e-37
82305E2A,-1.29574616e-37,82305E2A,-1.29574616e-37
1C4BAA06,6.73868159e-22,1C4BAA06,6.73868159e-22
9C4BAA06,-6.73868159e-22,9C4BAA06,-6.73868159e-22
10B9190A,7.30082125e-29,10B9190A,7.30082125e-29
90B9190A,-7.30082125e-29,90B9190A,-7.30082125e-29
28CF8E7E,2.30434127e-14,28CF8E7E,2.30434127e-14
A8CF8E7E,-2.30434127e-14,A8CF8E7E,-2.30434127e-14
0ED7C9BE,5.31958627e-30,0ED7C9BE,5.31958627e-30
8ED7C9BE,-5.31958627e-30,8ED7C9BE,-5.31958627e-30
2487B68D,5.88561704e-17,2487B68D,5.88561704e-17
A487B68D,-5.88561704e-17,A487B68D,-5.88561704e-17
14A62FDA,1.67805906e-26,14A62FDA,1.67805906e-26
94A62FDA,-1.67805906e-26,94A62FDA,-1.67805906e-26
2FF49CBF,4.44947162e-10,2FF49CBF,4.44947162e-10
AFF49CBF,-4.44947162e-10,AFF49CBF,-4.44947162e-10
30C11FA8,1.40515954e-09,30C11FA8,1.40515954e-09
B0C11FA8,-1.40515954e-09,B0C11FA8,-1.40515954e-09
172A763B,5.50791904e-25,172A763B,5.50791904e-25
972A763B,-5.50791904e-25,972A763B,-5.50791904e-25
0590F3C3,1.36312388e-35,0590F3C3,1.36312388e-35
8590F3C3,-1.36312388e-35,8590F3C3,-1.36312388e-35
25C6F00F,3.45101949e-16,25C6F00F,3.45101949e-16
A5C6F00F,-3.45101949e-16,A5C6F00F,-3.45101949e-16
08A047FB,9.64657225e-34,08A047FB,9.64657225e-34
88A047FB,-9.64657225e-34,88A047FB,-9.64657225e-34
0F260483,8.18530082e-30,0F260483,8.18530082e-30
8F260483,-8.18530082e-30,8F260483,-8.18530082e-30
146971DE,1.17859502e-26,146971DE,1.17859502e-26
946971DE,-1.17859502e-26,946971DE,-1.17859502e-26
02D8FC12,3.18830287e-37,02D8FC12,3.18830287e-37
82D8FC12,-3.18830287e-37,82D8FC12,-3.18830287e-37
06749AD1,4.60050406e-35,06749AD1,4.60050406e-35
86749AD1,-4.60050406e-35,86749AD1,-4.60050406e-35
2708DE1A,1.89941929e-15,2708DE1A,1.89941929e-15
A708DE1A,-1.89941929e-15,A708DE1A,-1.89941929e-15
14A2F88B,1.64558526e-26,14A2F88B,1.64558526e-26
94A2F88B,-1.64558526e-26,94A2F88B,-1.64558526e-26
04AAE405,4.01762108e-36,04AAE405,4.01762108e-36
84AAE405,-4.01762108e-36,84AAE405,-4.01762108e-36
14B5EB8D,1.83692379e-26,14B5EB8D,1.83692379e-26
94B5EB8D,-1.83692379e-26,94B5EB8D,-1.83692379e-26
015A8D7D,4.01417892e-38,015A8D7D,4.01417892e-38
815A8D7D,-4.01417892e-38,815A8D7D,-4.01417892e-38
0832E139,5.38296745e-34,0832E139,5.38296745e-34
8832E139,-5.38296745e-34,8832E139,-5.38296745e-34
2F1FB330,1.45246259e-10,2F1FB330,1.45246259e-10
AF1FB330,-1.45246259e-10,AF1FB330,-1.45246259e-10
05B42B39,1.69429961e-35,05B42B39,1.69429961e-35
85B42B39,-1.69429961e-35,85B42B39,-1.69429961e-35
02BABEEC,2.74398274e-37,02BABEEC,2.74398274e-37
82BABEEC,-2.74398274e-37,82BABEEC,-2.74398274e-37
079071F6,2.17336921e-34,079071F6,2.17336921e-34
879071F6,-2.17336921e-34,879071F6,-2.17336921e-34
21D67FC3,1.45350223e-18,21D67FC3,1.45350223e-18
A1D67FC3,-1.45350223e-18,A1D67FC3,-1.45350223e-18
171F76FC,5.15258503e-25,171F76FC,5.15258503e-25
971F76FC,-5.15258503e-25,971F76FC,-5.15258503e-25
02501C25,1.52895036e-37,02501C25,1.52895036e-37
82501C25,-1.52895036e-37,82501C25,-1.52895036e-37
1386AAE6,3.39948745e-27,1386AAE6,3.39948745e-27
9386AAE6,-3.39948745e-27,9386AAE6,-3.39948745e-27
0FE98939,2.30284301e-29,0FE98939,2.30284301e-29
8FE98939,-2.30284301e-29,8FE98939,-2.30284301e-29
38F8DD61,0.000118667966,38F8DD61,0.000118667966
B8F8DD61,-0.000118667966,B8F8DD61,-0.000118667966
3D752600,0.0598506927,3D74DB3A,0.0597793832
BD752600,-0.0598506927,BD74DB3A,-0.0597793832
3D65BD03,0.0560884587,3D657F74,0.0560297519
BD65BD03,-0.0560884587,BD657F74,-0.0560297519
3E62B412,0.221390039,3E5F1AD4,0.217875779
BE62B412,-0.221390039,BE5F1AD4,-0.217875779
3D2350AC,0.0398718566,3D233A8A,0.0398507491
BD2350AC,-0.0398718566,BD233A8A,-0.0398507491
33F74FAF,1.15163282e-07,33F74FAF,1.15163282e-07
B3F74FAF,-1.15163282e-07,B3F74FAF,-1.15163282e-07
32C4E8C2,2.29232491e-08,32C4E8C2,2.29232491e-08
B2C4E8C2,-2.29232491e-08,B2C4E8C2,-2.29232491e-08
3EB31087,0.349735469,3EAC41C0,0.336439133
BEB31087,-0.349735469,BEAC41C0,-0.336439133
31AF856F,5.10833997e-09,31AF856F,5.10833997e-09
B1AF856F,-5.10833997e-09,B1AF856F,-5.10833997e-09
37157BCA,8.90991396e-06,37157BCA,8.90991396e-06
B7157BCA,-8.90991396e-06,B7157BCA,-8.90991396e-06
3BEB0DA3,0.00717325648,3BEB0C9B,0.00717313355
BBEB0DA3,-0.00717325648,BBEB0C9B,-0.00717313355
33098C8A,3.20256177e-08,33098C8A,3.20256177e-08
B3098C8A,-3.20256177e-08,B3098C8A,-3.20256177e-08
3CAB845F,0.0209371429,3CAB7DF5,0.0209340844
BCAB845F,-0.0209371429,BCAB7DF5,-0.0209340844
3CE76F8B,0.02825143,3CE75FCA,0.028243918
BCE76F8B,-0.02825143,BCE75FCA,-0.028243918
3AD68173,0.00163654832,3AD68166,0.0016365468
BAD68173,-0.00163654832,BAD68166,-0.0016365468
31153999,2.17150942e-09,31153999,2.17150942e-09
B1153999,-2.17150942e-09,B1153999,-2.17150942e-09
3634F8F6,2.69670045e-06,3634F8F6,2.69670045e-06
B634F8F6,-2.69670045e-06,B634F8F6,-2.69670045e-06
377AF81F,1.49589314e-05,377AF81F,1.49589314e-05
B77AF81F,-1.49589314e-05,B77AF81F,-1.49589314e-05
397C7C1E,0.0002407883,397C7C1E,0.0002407883
B97C7C1E,-0.0002407883,B97C7C1E,-0.0002407883
3BF9FC5E,0.00762896147,3BF9FB20,0.00762881339
BBF9FC5E,-0.00762896147,BBF9FB20,-0.00762881339
3341B8F4,4.51045281e-08,3341B8F4,4.51045281e-08
B341B8F4,-4.51045281e-08,B341B8F4,-4.51045281e-08
3E53E588,0.20693028,3E50F291,0.204050317
BE53E588,-0.20693028,BE50F291,-0.204050317
34CF31A8,3.85928843e-07,34CF31A8,3.85928843e-07
B4CF31A8,-3.85928843e-07,B4CF31A8,-3.85928843e-07
37A82124,2.0042593e-05,37A82124,2.0042593e-05
B7A82124,-2.0042593e-05,B7A82124,-2.0042593e-05
36C6B3A2,5.92177184e-06,36C6B3A2,5.92177184e-06
B6C6B3A2,-5.92177184e-06,B6C6B3A2,-5.92177184e-06
3776C55B,1.4708693e-05,3776C55B,1.4708693e-05
B776C55B,-1.4708693e-05,B776C55B,-1.4708693e-05
3DF6F012,0.120575085,3DF5C05D,0.11999581
BDF6F012,-0.120575085,BDF5C05D,-0.11999581
31EA209C,6.81400358e-09,31EA209C,6.81400358e-09
B1EA209C,-6.81400358e-09,B1EA209C,-6.81400358e-09
3D363373,0.0444826595,3D3614B9,0.0444533564
BD363373,-0.0444826595,BD3614B9,-0.0444533564
33443F32,4.5692282e-08,33443F32,4.5692282e-08
B3443F32,-4.5692282e-08,B3443F32,-4.5692282e-08
3C59E55A,0.0132993106,3C59E210,0.0132985264
BC59E55A,-0.0132993106,BC59E210,-0.0132985264
3A70D318,0.000918672886,3A70D314,0.000918672653
BA70D318,-0.000918672886,BA70D314,-0.000918672653
36984601,4.53810253e-06,36984601,4.53810253e-06
B6984601,-4.53810253e-06,B6984601,-4.53810253e-06
3317BF69,3.53315137e-08,3317BF69,3.53315137e-08
B317BF69,-3.53315137e-08,B317BF69,-3.53315137e-08
3AA81E65,0.00128264411,3AA81E5F,0.00128264341
BAA81E65,-0.00128264411,BAA81E5F,-0.00128264341
31C17C57,5.63117508e-09,31C17C57,5.63117508e-09
B1C17C57,-5.63117508e-09,B1C17C57,-5.63117508e-09
3D63520B,0.0554981641,3D631668,0.0554412901
BD63520B,-0.0554981641,BD631668,-0.0554412901
366F5079,3.56606165e-06,366F5079,3.56606165e-06
B66F5079,-3.56606165e-06,B66F5079,-3.56606165e-06
3725F229,9.89114869e-06,3725F229,9.89114869e-06
B725F229,-9.89114869e-06,B725F229,-9.89114869e-06
34C7DA7E,3.72256125e-07,34C7DA7E,3.72256125e-07
B4C7DA7E,-3.72256125e-07,B4C7DA7E,-3.72256125e-07
3E161972,0.146581441,3E1509BC,0.145544946
BE161972,-0.146581441,BE1509BC,-0.145544946
3E7AC6BD,0.244898751,3E75EF96,0.24017176
BE7AC6BD,-0.244898751,BE75EF96,-0.24017176
318AA434,4.03499634e-09,318AA434,4.03499634e-09
B18AA434,-4.03499634e-09,B18AA434,-4.03499634e-09
3607732B,2.01836042e-06,3607732B,2.01836042e-06
B607732B,-2.01836042e-06,B607732B,-2.01836042e-06
3E7A8F45,0.244687155,3E75BB40,0.239972115
BE7A8F45,-0.244687155,BE75BB40,-0.239972115
3A208EB3,0.000612477947,3A208EB2,0.000612477888
BA208EB3,-0.000612477947,BA208EB2,-0.000612477888
3262A2AA,1.31919169e-08,3262A2AA,1.31919169e-08
B262A2AA,-1.31919169e-08,B262A2AA,-1.31919169e-08
387CF831,6.03126282e-05,387CF831,6.03126282e-05
B87CF831,-6.03126282e-05,B87CF831,-6.03126282e-05
3AE0D3C6,0.00171529572,3AE0D3B8,0.00171529409
BAE0D3C6,-0.00171529572,BAE0D3B8,-0.00171529409
39F4AE6B,0.000466692582,39F4AE6A,0.000466692552
B9F4AE6B,-0.000466692582,B9F4AE6A,-0.000466692552
3596D14D,1.12367854e-06,3596D14D,1.12367854e-06
B596D14D,-1.12367854e-06,B596D14D,-1.12367854e-06
39D4AAB0,0.000405629631,39D4AAAF,0.000405629602
B9D4AAB0,-0.000405629631,B9D4AAAF,-0.000405629602
3A2F974B,0.000669826462,3A2F9749,0.000669826346
BA2F974B,-0.000669826462,BA2F9749,-0.000669826346
35557C52,7.95295932e-07,35557C52,7.95295932e-07
B5557C52,-7.95295932e-07,B5557C52,-7.95295932e-07
3AD55510,0.0016275961,3AD55504,0.0016275947
BAD55510,-0.0016275961,BAD55504,-0.0016275947
3364C0AC,5.32606208e-08,3364C0AC,5.32606208e-08
B364C0AC,-5.32606208e-08,B364C0AC,-5.32606208e-08
359078C2,1.07639812e-06,359078C2,1.07639812e-06
B59078C2,-1.07639812e-06,B59078C2,-1.07639812e-06
3B935FB4,0.00449749269,3B935F73,0.00449746242
BB935FB4,-0.00449749269,BB935F73,-0.00449746242
3B8F7178,0.0043775402,3B8F713C,0.00437751226
BB8F7178,-0.0043775402,BB8F713C,-0.00437751226
36A0839A,4.78369202e-06,36A0839A,4.78369202e-06
B6A0839A,-4.78369202e-06,B6A0839A,-4.78369202e-06
3187C6D8,3.95162303e-09,3187C6D8,3.95162303e-09
B187C6D8,-3.95162303e-09,B187C6D8,-3.95162303e-09
39248292,0.000156889,39248292,0.000156889
B9248292,-0.000156889,B9248292,-0.000156889
34BFB643,3.57091352e-07,34BFB643,3.57091352e-07
B4BFB643,-3.57091352e-07,B4BFB643,-3.57091352e-07
32C7AB25,2.32444766e-08,32C7AB25,2.32444766e-08
B2C7AB25,-2.32444766e-08,B2C7AB25,-2.32444766e-08
3879CF6D,5.95594065e-05,3879CF6D,5.95594065e-05
B879CF6D,-5.95594065e-05,B879CF6D,-5.95594065e-05
3B3D6476,0.00288989907,3B3D6453,0.00288989092
BB3D6476,-0.00288989907,BB3D6453,-0.00288989092
3CDA5475,0.0266516004,3CDA473B,0.0266452935
BCDA5475,-0.0266516004,BCDA473B,-0.0266452935
375F0760,1.32935529e-05,375F0760,1.32935529e-05
B75F0760,-1.32935529e-05,B75F0760,-1.32935529e-05
37FF0CE1,3.0404366e-05,37FF0CE1,3.0404366e-05
B7FF0CE1,-3.0404366e-05,B7FF0CE1,-3.0404366e-05
348B5FBB,2.59604207e-07,348B5FBB,2.59604207e-07
B48B5FBB,-2.59604207e-07,B48B5FBB,-2.59604207e-07
34D1DD02,3.9090088e-07,34D1DD02,3.9090088e-07
B4D1DD02,-3.9090088e-07,B4D1DD02,-3.9090088e-07
38D7CA66,0.000102896985,38D7CA66,0.000102896985
B8D7CA66,-0.000102896985,B8D7CA66,-0.000102896985
329A0C84,1.7933651e-08,329A0C84,1.7933651e-08
B29A0C84,-1.7933651e-08,B29A0C84,-1.7933651e-08
3516250B,5.59332591e-07,3516250B,5.59332591e-07
B516250B,-5.59332591e-07,B516250B,-5.59332591e-07
39C0F911,0.000368066627,39C0F910,0.000368066598
B9C0F911,-0.000368066627,B9C0F910,-0.000368066598
3D07F759,0.0331948735,3D07EA92,0.0331826881
BD07F759,-0.0331948735,BD07EA92,-0.0331826881
3DB51DD0,0.0884357691,3DB4A581,0.0882062986
BDB51DD0,-0.0884357691,BDB4A581,-0.0882062986
3E75DD86,0.240102857,3E714C33,0.235642239
BE75DD86,-0.240102857,BE714C33,-0.235642239
3229B778,9.87881066e-09,3229B778,9.87881066e-09
B229B778,-9.87881066e-09,B229B778,-9.87881066e-09
3B1379F2,0.0022503105,3B1379E2,0.00225030677
BB1379F2,-0.0022503105,BB1379E2,-0.00225030677
3DDAD338,0.10684818,3DD9FF7C,0.106444329
BDDAD338,-0.10684818,BDD9FF7C,-0.106444329
33C64557,9.23270633e-08,33C64557,9.23270633e-08
B3C64557,-9.23270633e-08,B3C64557,-9.23270633e-08
3E511893,0.204195306,3E4E42AE,0.201426238
BE511893,-0.204195306,BE4E42AE,-0.201426238
34859E7B,2.48884902e-07,34859E7B,2.48884902e-07
B4859E7B,-2.48884902e-07,B4859E7B,-2.48884902e-07
31BDB0A6,5.52070656e-09,31BDB0A6,5.52070656e-09
B1BDB0A6,-5.52070656e-09,B1BDB0A6,-5.52070656e-09
39F25469,0.000462207274,39F25468,0.000462207245
B9F25469,-0.000462207274,B9F25468,-0.000462207245
31D8E012,6.31190122e-09,31D8E012,6.31190122e-09
B1D8E012,-6.31190122e-09,B1D8E012,-6.31190122e-09
3C304010,0.0107574612,3C303E52,0.0107570458
BC304010,-0.0107574612,BC303E52,-0.0107570458
37C9C0ED,2.40509053e-05,37C9C0ED,2.40509053e-05
B7C9C0ED,-2.40509053e-05,B7C9C0ED,-2.40509053e-05
3BAF2FC2,0.00534626935,3BAF2F55,0.00534621859
BBAF2FC2,-0.00534626935,BBAF2F55,-0.00534621859
33795C20,5.80586175e-08,33795C20,5.80586175e-08
B3795C20,-5.80586175e-08,B3795C20,-5.80586175e-08
39DA1EE0,0.000416032039,39DA1EDF,0.00041603201
B9DA1EE0,-0.000416032039,B9DA1EDF,-0.00041603201
3B1A9C17,0.0023591572,3B1A9C04,0.00235915277
BB1A9C17,-0.0023591572,BB1A9C04,-0.00235915277
32BD15B8,2.20123724e-08,32BD15B8,2.20123724e-08
B2BD15B8,-2.20123724e-08,B2BD15B8,-2.20123724e-08
3936053B,0.000173588211,3936053B,0.000173588211
B936053B,-0.000173588211,B936053B,-0.000173588211
35627F93,8.43772057e-07,35627F93,8.43772057e-07
B5627F93,-8.43772057e-07,B5627F93,-8.43772057e-07
3BA97046,0.00517085474,3BA96FE3,0.00517080864
BBA97046,-0.00517085474,BBA96FE3,-0.00517080864
334B8422,4.73847948e-08,334B8422,4.73847948e-08
B34B8422,-4.73847948e-08,B34B8422,-4.73847948e-08
3B76C682,0.0037654941,3B76C636,0.0037654764
BB76C682,-0.0037654941,BB76C636,-0.0037654764
381CB074,3.73576331e-05,381CB074,3.73576331e-05
B81CB074,-3.73576331e-05,B81CB074,-3.73576331e-05
3E059B37,0.13047491,3E04DB16,0.129741997
BE059B37,-0.13047491,BE04DB16,-0.129741997
3E7AAF81,0.244810119,3E75D9AA,0.240088135
BE7AAF81,-0.244810119,BE75D9AA,-0.240088135
31921A22,4.2521302e-09,31921A22,4.2521302e-09
B1921A22,-4.2521302e-09,B1921A22,-4.2521302e-09
3274D244,1.42504781e-08,3274D244,1.42504781e-08
B274D244,-1.42504781e-08,B274D244,-1.42504781e-08
3E84AB78,0.259120703,3E81D08E,0.253544271
BE84AB78,-0.259120703,BE81D08E,-0.253544271
3CA04B94,0.0195672885,3CA04658,0.0195647925
BCA04B94,-0.0195672885,BCA04658,-0.0195647925
352DD14D,6.47520949e-07,352DD14D,6.47520949e-07
B52DD14D,-6.47520949e-07,B52DD14D,-6.47520949e-07
330E264E,3.30967893e-08,330E264E,3.30967893e-08
B30E264E,-3.30967893e-08,B30E264E,-3.30967893e-08
36BFC705,5.7154125e-06,36BFC705,5.7154125e-06
B6BFC705,-5.7154125e-06,B6BFC705,-5.7154125e-06
319F9A6A,4.64506389e-09,319F9A6A,4.64506389e-09
B19F9A6A,-4.64506389e-09,B19F9A6A,-4.64506389e-09
32660551,1.33889708e-08,32660551,1.33889708e-08
B2660551,-1.33889708e-08,B2660551,-1.33889708e-08
3C5586F4,0.0130326636,3C5583DC,0.013031926
BC5586F4,-0.0130326636,BC5583DC,-0.013031926
32EDE57B,2.76947869e-08,32EDE57B,2.76947869e-08
B2EDE57B,-2.76947869e-08,B2EDE57B,-2.76947869e-08
3131018C,2.57577693e-09,3131018C,2.57577693e-09
B131018C,-2.57577693e-09,B131018C,-2.57577693e-09
3A0964FD,0.000524118368,3A0964FC,0.00052411831
BA0964FD,-0.000524118368,BA0964FC,-0.00052411831
3BA59438,0.00505306944,3BA593DC,0.0050530266
BBA59438,-0.00505306944,BBA593DC,-0.0050530266
32ECEBBE,2.75812191e-08,32ECEBBE,2.75812191e-08
B2ECEBBE,-2.75812191e-08,B2ECEBBE,-2.75812191e-08
3E2EC2AA,0.170664459,3E2D17BE,0.169035882
