c07e6912,3d823902
ba53f82d,3f7fdb47
ba52613f,3f7fdb8e
ba50ca51,3f7fdbd4
ba4f3363,3f7fdc1b
ba4d9c76,3f7fdc61
ba4c0588,3f7fdca8
ba4a6e9a,3f7fdcee
ba48d7ac,3f7fdd35
ba4740be,3f7fdd7b
ba45a9d0,3f7fddc2
ba4412e2,3f7fde08
ba427bf4,3f7fde4f
ba40e506,3f7fde95
ba3f4e18,3f7fdedc
ba3db72a,3f7fdf22
ba3c203c,3f7fdf69
ba3a894e,3f7fdfaf
ba38f261,3f7fdff6
ba375b73,3f7fe03c
ba35c485,3f7fe082
ba342d97,3f7fe0c9
ba3296a9,3f7fe10f
ba30ffbb,3f7fe156
ba2f68cd,3f7fe19c
ba2dd1df,3f7fe1e3
ba2c3af1,3f7fe229
ba2aa403,3f7fe270
ba290d15,3f7fe2b6
ba277627,3f7fe2fd
ba25df39,3f7fe343
ba24484c,3f7fe38a
ba22b15e,3f7fe3d0
ba211a70,3f7fe417
ba1f8382,3f7fe45d
ba1dec94,3f7fe4a4
ba1c55a6,3f7fe4ea
ba1abeb8,3f7fe531
ba1927ca,3f7fe577
ba1790dc,3f7fe5be
ba15f9ee,3f7fe604
ba146300,3f7fe64b
ba12cc12,3f7fe691
ba113524,3f7fe6d8
ba0f9e36,3f7fe71e
ba0e0749,3f7fe765
ba0c705b,3f7fe7ab
ba0ad96d,3f7fe7f2
ba09427f,3f7fe838
ba07ab91,3f7fe87f
ba0614a3,3f7fe8c5
ba047db5,3f7fe90c
ba02e6c7,3f7fe952
ba014fd9,3f7fe999
b9ffb8eb,3f7fe9d9
b9fe21fd,3f7fe9fc
b9fc8b0f,3f7fea1f
b9faf421,3f7fea43
b9f95d34,3f7fea66
b9f7c646,3f7fea89
b9f62f58,3f7feaac
b9f4986a,3f7fead0
b9f3017c,3f7feaf3
b9f16a8e,3f7feb16
b9efd3a0,3f7feb39
b9ee3cb2,3f7feb5d
b9eca5c4,3f7feb80
b9eb0ed6,3f7feba3
b9e977e8,3f7febc6
b9e7e0fa,3f7febea
b9e64a0c,3f7fec0d
b9e4b31e,3f7fec30
b9e31c31,3f7fec53
b9e18543,3f7fec77
b9dfee55,3f7fec9a
b9de5767,3f7fecbd
b9dcc079,3f7fece0
b9db298b,3f7fed04
b9d9929d,3f7fed27
b9d7fbaf,3f7fed4a
b9d664c1,3f7fed6d
b9d4cdd3,3f7fed91
b9d336e5,3f7fedb4
b9d19ff7,3f7fedd7
b9d00909,3f7fedfa
b9ce721c,3f7fee1e
b9ccdb2e,3f7fee41
b9cb4440,3f7fee64
b9c9ad52,3f7fee87
b9c81664,3f7feeab
b9c67f76,3f7feece
b9c4e888,3f7feef1
b9c3519a,3f7fef14
b9c1baac,3f7fef37
b9c023be,3f7fef5b
b9be8cd0,3f7fef7e
b9bcf5e2,3f7fefa1
b9bb5ef4,3f7fefc4
b9b9c806,3f7fefe8
b9b83119,3f7ff00b
b9b69a2b,3f7ff02e
b9b5033d,3f7ff051
b9b36c4f,3f7ff075
b9b1d561,3f7ff098
b9b03e73,3f7ff0bb
b9aea785,3f7ff0de
b9ad1097,3f7ff102
b9ab79a9,3f7ff125
b9a9e2bb,3f7ff148
b9a84bcd,3f7ff16b
b9a6b4df,3f7ff18f
b9a51df1,3f7ff1b2
b9a38704,3f7ff1d5
b9a1f016,3f7ff1f8
b9a05928,3f7ff21c
b99ec23a,3f7ff23f
b99d2b4c,3f7ff262
b99b945e,3f7ff285
b999fd70,3f7ff2a9
b9986682,3f7ff2cc
b996cf94,3f7ff2ef
b99538a6,3f7ff312
b993a1b8,3f7ff336
b9920aca,3f7ff359
b99073dc,3f7ff37c
b98edcee,3f7ff39f
b98d4601,3f7ff3c3
b98baf13,3f7ff3e6
b98a1825,3f7ff409
b9888137,3f7ff42d
b986ea49,3f7ff450
b985535b,3f7ff473
b983bc6d,3f7ff496
b982257f,3f7ff4ba
b9808e91,3f7ff4dd
b97ef7a3,3f7ff4f5
b97d60b5,3f7ff506
b97bc9c7,3f7ff518
b97a32d9,3f7ff529
b9789bec,3f7ff53b
b97704fe,3f7ff54d
b9756e10,3f7ff55e
b973d722,3f7ff570
b9724034,3f7ff582
b970a946,3f7ff593
b96f1258,3f7ff5a5
b96d7b6a,3f7ff5b6
b96be47c,3f7ff5c8
b96a4d8e,3f7ff5da
b968b6a0,3f7ff5eb
b9671fb2,3f7ff5fd
b96588c4,3f7ff60f
b963f1d6,3f7ff620
b9625ae9,3f7ff632
b960c3fb,3f7ff643
b95f2d0d,3f7ff655
b95d961f,3f7ff667
b95bff31,3f7ff678
b95a6843,3f7ff68a
b958d155,3f7ff69c
b9573a67,3f7ff6ad
b955a379,3f7ff6bf
b9540c8b,3f7ff6d0
b952759d,3f7ff6e2
b950deaf,3f7ff6f4
b94f47c1,3f7ff705
b94db0d4,3f7ff717
b94c19e6,3f7ff729
b94a82f8,3f7ff73a
b948ec0a,3f7ff74c
b947551c,3f7ff75d
b945be2e,3f7ff76f
b9442740,3f7ff781
b9429052,3f7ff792
b940f964,3f7ff7a4
b93f6276,3f7ff7b6
b93dcb88,3f7ff7c7
b93c349a,3f7ff7d9
b93a9dac,3f7ff7ea
b93906be,3f7ff7fc
b9376fd1,3f7ff80e
b935d8e3,3f7ff81f
b93441f5,3f7ff831
b932ab07,3f7ff843
b9311419,3f7ff854
b92f7d2b,3f7ff866
b92de63d,3f7ff878
b92c4f4f,3f7ff889
b92ab861,3f7ff89b
b9292173,3f7ff8ac
b9278a85,3f7ff8be
b925f397,3f7ff8d0
b9245ca9,3f7ff8e1
b922c5bc,3f7ff8f3
b9212ece,3f7ff905
b91f97e0,3f7ff916
b91e00f2,3f7ff928
b91c6a04,3f7ff939
b91ad316,3f7ff94b
b9193c28,3f7ff95d
b917a53a,3f7ff96e
b9160e4c,3f7ff980
b914775e,3f7ff992
b912e070,3f7ff9a3
b9114982,3f7ff9b5
b90fb294,3f7ff9c6
b90e1ba6,3f7ff9d8
b90c84b9,3f7ff9ea
b90aedcb,3f7ff9fb
b90956dd,3f7ffa0d
b907bfef,3f7ffa1f
b9062901,3f7ffa30
b9049213,3f7ffa42
b902fb25,3f7ffa53
b9016437,3f7ffa65
b8ffcd49,3f7ffa76
b8fe365b,3f7ffa7e
b8fc9f6d,3f7ffa87
b8fb087f,3f7ffa90
b8f97191,3f7ffa99
b8f7daa4,3f7ffaa2
b8f643b6,3f7ffaaa
b8f4acc8,3f7ffab3
b8f315da,3f7ffabc
b8f17eec,3f7ffac5
b8efe7fe,3f7fface
b8ee5110,3f7ffad7
b8ecba22,3f7ffadf
b8eb2334,3f7ffae8
b8e98c46,3f7ffaf1
b8e7f558,3f7ffafa
b8e65e6a,3f7ffb03
b8e4c77c,3f7ffb0b
b8e3308e,3f7ffb14
b8e199a1,3f7ffb1d
b8e002b3,3f7ffb26
b8de6bc5,3f7ffb2f
b8dcd4d7,3f7ffb37
b8db3de9,3f7ffb40
b8d9a6fb,3f7ffb49
b8d8100d,3f7ffb52
b8d6791f,3f7ffb5b
b8d4e231,3f7ffb64
b8d34b43,3f7ffb6c
b8d1b455,3f7ffb75
b8d01d67,3f7ffb7e
b8ce8679,3f7ffb87
b8ccef8c,3f7ffb90
b8cb589e,3f7ffb98
b8c9c1b0,3f7ffba1
b8c82ac2,3f7ffbaa
b8c693d4,3f7ffbb3
b8c4fce6,3f7ffbbc
b8c365f8,3f7ffbc5
b8c1cf0a,3f7ffbcd
b8c0381c,3f7ffbd6
b8bea12e,3f7ffbdf
b8bd0a40,3f7ffbe8
b8bb7352,3f7ffbf1
b8b9dc64,3f7ffbf9
b8b84576,3f7ffc02
b8b6ae89,3f7ffc0b
b8b5179b,3f7ffc14
b8b380ad,3f7ffc1d
b8b1e9bf,3f7ffc25
b8b052d1,3f7ffc2e
b8aebbe3,3f7ffc37
b8ad24f5,3f7ffc40
b8ab8e07,3f7ffc49
b8a9f719,3f7ffc52
b8a8602b,3f7ffc5a
b8a6c93d,3f7ffc63
b8a5324f,3f7ffc6c
b8a39b61,3f7ffc75
b8a20474,3f7ffc7e
b8a06d86,3f7ffc86
b89ed698,3f7ffc8f
b89d3faa,3f7ffc98
b89ba8bc,3f7ffca1
b89a11ce,3f7ffcaa
b8987ae0,3f7ffcb2
b896e3f2,3f7ffcbb
b8954d04,3f7ffcc4
b893b616,3f7ffccd
b8921f28,3f7ffcd6
b890883a,3f7ffcdf
b88ef14c,3f7ffce7
b88d5a5f,3f7ffcf0
b88bc371,3f7ffcf9
b88a2c83,3f7ffd02
b8889595,3f7ffd0b
b886fea7,3f7ffd13
b88567b9,3f7ffd1c
b883d0cb,3f7ffd25
b88239dd,3f7ffd2e
b880a2ef,3f7ffd37
b87f0c01,3f7ffd3d
b87d7513,3f7ffd41
b87bde25,3f7ffd46
b87a4737,3f7ffd4a
b878b049,3f7ffd4f
b877195c,3f7ffd53
b875826e,3f7ffd57
b873eb80,3f7ffd5c
b8725492,3f7ffd60
b870bda4,3f7ffd65
b86f26b6,3f7ffd69
b86d8fc8,3f7ffd6d
b86bf8da,3f7ffd72
b86a61ec,3f7ffd76
b868cafe,3f7ffd7b
b8673410,3f7ffd7f
b8659d22,3f7ffd83
b8640634,3f7ffd88
b8626f47,3f7ffd8c
b860d859,3f7ffd91
b85f416b,3f7ffd95
b85daa7d,3f7ffd99
b85c138f,3f7ffd9e
b85a7ca1,3f7ffda2
b858e5b3,3f7ffda7
b8574ec5,3f7ffdab
b855b7d7,3f7ffdaf
b85420e9,3f7ffdb4
b85289fb,3f7ffdb8
b850f30d,3f7ffdbd
b84f5c1f,3f7ffdc1
b84dc531,3f7ffdc5
b84c2e44,3f7ffdca
b84a9756,3f7ffdce
b8490068,3f7ffdd3
b847697a,3f7ffdd7
b845d28c,3f7ffddc
b8443b9e,3f7ffde0
b842a4b0,3f7ffde4
b8410dc2,3f7ffde9
b83f76d4,3f7ffded
b83ddfe6,3f7ffdf2
b83c48f8,3f7ffdf6
b83ab20a,3f7ffdfa
b8391b1c,3f7ffdff
b837842f,3f7ffe03
b835ed41,3f7ffe08
b8345653,3f7ffe0c
b832bf65,3f7ffe10
b8312877,3f7ffe15
b82f9189,3f7ffe19
b82dfa9b,3f7ffe1e
b82c63ad,3f7ffe22
b82accbf,3f7ffe26
b82935d1,3f7ffe2b
b8279ee3,3f7ffe2f
b82607f5,3f7ffe34
b8247107,3f7ffe38
b822da19,3f7ffe3c
b821432c,3f7ffe41
b81fac3e,3f7ffe45
b81e1550,3f7ffe4a
b81c7e62,3f7ffe4e
b81ae774,3f7ffe53
b8195086,3f7ffe57
b817b998,3f7ffe5b
b81622aa,3f7ffe60
b8148bbc,3f7ffe64
b812f4ce,3f7ffe69
b8115de0,3f7ffe6d
b80fc6f2,3f7ffe71
b80e3004,3f7ffe76
b80c9917,3f7ffe7a
b80b0229,3f7ffe7f
b8096b3b,3f7ffe83
b807d44d,3f7ffe87
b8063d5f,3f7ffe8c
b804a671,3f7ffe90
b8030f83,3f7ffe95
b8017895,3f7ffe99
b7ffe1a7,3f7ffe9d
b7fe4ab9,3f7ffe9f
b7fcb3cb,3f7ffea2
b7fb1cdd,3f7ffea4
b7f985ef,3f7ffea6
b7f7ef01,3f7ffea8
b7f65814,3f7ffeaa
b7f4c126,3f7ffead
b7f32a38,3f7ffeaf
b7f1934a,3f7ffeb1
b7effc5c,3f7ffeb3
b7ee656e,3f7ffeb6
b7ecce80,3f7ffeb8
b7eb3792,3f7ffeba
b7e9a0a4,3f7ffebc
b7e809b6,3f7ffebe
b7e672c8,3f7ffec1
b7e4dbda,3f7ffec3
b7e344ec,3f7ffec5
b7e1adff,3f7ffec7
b7e01711,3f7ffec9
b7de8023,3f7ffecc
b7dce935,3f7ffece
b7db5247,3f7ffed0
b7d9bb59,3f7ffed2
b7d8246b,3f7ffed4
b7d68d7d,3f7ffed7
b7d4f68f,3f7ffed9
b7d35fa1,3f7ffedb
b7d1c8b3,3f7ffedd
b7d031c5,3f7ffedf
b7ce9ad7,3f7ffee2
b7cd03e9,3f7ffee4
b7cb6cfc,3f7ffee6
b7c9d60e,3f7ffee8
b7c83f20,3f7ffeea
b7c6a832,3f7ffeed
b7c51144,3f7ffeef
b7c37a56,3f7ffef1
b7c1e368,3f7ffef3
b7c04c7a,3f7ffef5
b7beb58c,3f7ffef8
b7bd1e9e,3f7ffefa
b7bb87b0,3f7ffefc
b7b9f0c2,3f7ffefe
b7b859d4,3f7fff00
b7b6c2e7,3f7fff03
b7b52bf9,3f7fff05
b7b3950b,3f7fff07
b7b1fe1d,3f7fff09
b7b0672f,3f7fff0b
b7aed041,3f7fff0e
b7ad3953,3f7fff10
b7aba265,3f7fff12
b7aa0b77,3f7fff14
b7a87489,3f7fff16
b7a6dd9b,3f7fff19
b7a546ad,3f7fff1b
b7a3afbf,3f7fff1d
b7a218d1,3f7fff1f
b7a081e4,3f7fff21
b79eeaf6,3f7fff24
b79d5408,3f7fff26
b79bbd1a,3f7fff28
b79a262c,3f7fff2a
b7988f3e,3f7fff2d
b796f850,3f7fff2f
b7956162,3f7fff31
b793ca74,3f7fff33
b7923386,3f7fff35
b7909c98,3f7fff38
b78f05aa,3f7fff3a
b78d6ebc,3f7fff3c
b78bd7cf,3f7fff3e
b78a40e1,3f7fff40
b788a9f3,3f7fff43
b7871305,3f7fff45
b7857c17,3f7fff47
b783e529,3f7fff49
b7824e3b,3f7fff4b
b780b74d,3f7fff4e
b77f205f,3f7fff4f
b77d8971,3f7fff50
b77bf283,3f7fff51
b77a5b95,3f7fff52
b778c4a7,3f7fff54
b7772db9,3f7fff55
b77596cc,3f7fff56
b773ffde,3f7fff57
b77268f0,3f7fff58
b770d202,3f7fff59
b76f3b14,3f7fff5a
b76da426,3f7fff5b
b76c0d38,3f7fff5c
b76a764a,3f7fff5d
b768df5c,3f7fff5f
b767486e,3f7fff60
b765b180,3f7fff61
b7641a92,3f7fff62
b76283a4,3f7fff63
b760ecb7,3f7fff64
b75f55c9,3f7fff65
b75dbedb,3f7fff66
b75c27ed,3f7fff67
b75a90ff,3f7fff69
b758fa11,3f7fff6a
b7576323,3f7fff6b
b755cc35,3f7fff6c
b7543547,3f7fff6d
b7529e59,3f7fff6e
b751076b,3f7fff6f
b74f707d,3f7fff70
b74dd98f,3f7fff71
b74c42a1,3f7fff72
b74aabb4,3f7fff74
b74914c6,3f7fff75
b7477dd8,3f7fff76
b745e6ea,3f7fff77
b7444ffc,3f7fff78
b742b90e,3f7fff79
b7412220,3f7fff7a
b73f8b32,3f7fff7b
b73df444,3f7fff7c
b73c5d56,3f7fff7d
b73ac668,3f7fff7f
b7392f7a,3f7fff80
b737988c,3f7fff81
b736019f,3f7fff82
b7346ab1,3f7fff83
b732d3c3,3f7fff84
b7313cd5,3f7fff85
b72fa5e7,3f7fff86
b72e0ef9,3f7fff87
b72c780b,3f7fff88
b72ae11d,3f7fff8a
b7294a2f,3f7fff8b
b727b341,3f7fff8c
b7261c53,3f7fff8d
b7248565,3f7fff8e
b722ee77,3f7fff8f
b7215789,3f7fff90
b71fc09c,3f7fff91
b71e29ae,3f7fff92
b71c92c0,3f7fff93
b71afbd2,3f7fff95
b71964e4,3f7fff96
b717cdf6,3f7fff97
b7163708,3f7fff98
b714a01a,3f7fff99
b713092c,3f7fff9a
b711723e,3f7fff9b
b70fdb50,3f7fff9c
b70e4462,3f7fff9d
b70cad74,3f7fff9e
b70b1687,3f7fffa0
b7097f99,3f7fffa1
b707e8ab,3f7fffa2
b70651bd,3f7fffa3
b704bacf,3f7fffa4
b70323e1,3f7fffa5
b7018cf3,3f7fffa6
b6fff605,3f7fffa7
b6fe5f17,3f7fffa8
b6fcc829,3f7fffa8
b6fb313b,3f7fffa9
b6f99a4d,3f7fffa9
b6f8035f,3f7fffaa
b6f66c72,3f7fffab
b6f4d584,3f7fffab
b6f33e96,3f7fffac
b6f1a7a8,3f7fffac
b6f010ba,3f7fffad
b6ee79cc,3f7fffad
b6ece2de,3f7fffae
b6eb4bf0,3f7fffae
b6e9b502,3f7fffaf
b6e81e14,3f7fffb0
b6e68726,3f7fffb0
b6e4f038,3f7fffb1
b6e3594a,3f7fffb1
b6e1c25c,3f7fffb2
b6e02b6f,3f7fffb2
b6de9481,3f7fffb3
b6dcfd93,3f7fffb3
b6db66a5,3f7fffb4
b6d9cfb7,3f7fffb5
b6d838c9,3f7fffb5
b6d6a1db,3f7fffb6
b6d50aed,3f7fffb6
b6d373ff,3f7fffb7
b6d1dd11,3f7fffb7
b6d04623,3f7fffb8
b6ceaf35,3f7fffb8
b6cd1847,3f7fffb9
b6cb815a,3f7fffb9
b6c9ea6c,3f7fffba
b6c8537e,3f7fffbb
b6c6bc90,3f7fffbb
b6c525a2,3f7fffbc
b6c38eb4,3f7fffbc
b6c1f7c6,3f7fffbd
b6c060d8,3f7fffbd
b6bec9ea,3f7fffbe
b6bd32fc,3f7fffbe
b6bb9c0e,3f7fffbf
b6ba0520,3f7fffc0
b6b86e32,3f7fffc0
b6b6d744,3f7fffc1
b6b54057,3f7fffc1
b6b3a969,3f7fffc2
b6b2127b,3f7fffc2
b6b07b8d,3f7fffc3
b6aee49f,3f7fffc3
b6ad4db1,3f7fffc4
b6abb6c3,3f7fffc4
b6aa1fd5,3f7fffc5
b6a888e7,3f7fffc6
b6a6f1f9,3f7fffc6
b6a55b0b,3f7fffc7
b6a3c41d,3f7fffc7
b6a22d2f,3f7fffc8
b6a09642,3f7fffc8
b69eff54,3f7fffc9
b69d6866,3f7fffc9
b69bd178,3f7fffca
b69a3a8a,3f7fffcb
b698a39c,3f7fffcb
b6970cae,3f7fffcc
b69575c0,3f7fffcc
b693ded2,3f7fffcd
b69247e4,3f7fffcd
b690b0f6,3f7fffce
b68f1a08,3f7fffce
b68d831a,3f7fffcf
b68bec2c,3f7fffd0
b68a553f,3f7fffd0
b688be51,3f7fffd1
b6872763,3f7fffd1
b6859075,3f7fffd2
b683f987,3f7fffd2
b6826299,3f7fffd3
b680cbab,3f7fffd3
b67f34bd,3f7fffd4
b67d9dcf,3f7fffd4
b67c06e1,3f7fffd4
b67a6ff3,3f7fffd5
b678d905,3f7fffd5
b6774217,3f7fffd5
b675ab2a,3f7fffd5
b674143c,3f7fffd6
b6727d4e,3f7fffd6
b670e660,3f7fffd6
b66f4f72,3f7fffd7
b66db884,3f7fffd7
b66c2196,3f7fffd7
b66a8aa8,3f7fffd7
b668f3ba,3f7fffd8
b6675ccc,3f7fffd8
b665c5de,3f7fffd8
b6642ef0,3f7fffd8
b6629802,3f7fffd9
b6610114,3f7fffd9
b65f6a27,3f7fffd9
b65dd339,3f7fffda
b65c3c4b,3f7fffda
b65aa55d,3f7fffda
b6590e6f,3f7fffda
b6577781,3f7fffdb
b655e093,3f7fffdb
b65449a5,3f7fffdb
b652b2b7,3f7fffdb
b6511bc9,3f7fffdc
b64f84db,3f7fffdc
b64deded,3f7fffdc
b64c56ff,3f7fffdd
b64ac012,3f7fffdd
b6492924,3f7fffdd
b6479236,3f7fffdd
b645fb48,3f7fffde
b644645a,3f7fffde
b642cd6c,3f7fffde
b641367e,3f7fffdf
b63f9f90,3f7fffdf
b63e08a2,3f7fffdf
b63c71b4,3f7fffdf
b63adac6,3f7fffe0
b63943d8,3f7fffe0
b637acea,3f7fffe0
b63615fc,3f7fffe0
b6347f0f,3f7fffe1
b632e821,3f7fffe1
b6315133,3f7fffe1
b62fba45,3f7fffe2
b62e2357,3f7fffe2
b62c8c69,3f7fffe2
b62af57b,3f7fffe2
b6295e8d,3f7fffe3
b627c79f,3f7fffe3
b62630b1,3f7fffe3
b62499c3,3f7fffe3
b62302d5,3f7fffe4
b6216be7,3f7fffe4
b61fd4fa,3f7fffe4
b61e3e0c,3f7fffe5
b61ca71e,3f7fffe5
b61b1030,3f7fffe5
b6197942,3f7fffe5
b617e254,3f7fffe6
b6164b66,3f7fffe6
b614b478,3f7fffe6
b6131d8a,3f7fffe7
b611869c,3f7fffe7
b60fefae,3f7fffe7
b60e58c0,3f7fffe7
b60cc1d2,3f7fffe8
b60b2ae4,3f7fffe8
b60993f7,3f7fffe8
b607fd09,3f7fffe8
b606661b,3f7fffe9
b604cf2d,3f7fffe9
b603383f,3f7fffe9
b601a151,3f7fffea
b6000a63,3f7fffea
b5fe7375,3f7fffea
b5fcdc87,3f7fffea
b5fb4599,3f7fffea
b5f9aeab,3f7fffea
b5f817bd,3f7fffeb
b5f680cf,3f7fffeb
b5f4e9e2,3f7fffeb
b5f352f4,3f7fffeb
b5f1bc06,3f7fffeb
b5f02518,3f7fffeb
b5ee8e2a,3f7fffeb
b5ecf73c,3f7fffeb
b5eb604e,3f7fffec
b5e9c960,3f7fffec
b5e83272,3f7fffec
b5e69b84,3f7fffec
b5e50496,3f7fffec
b5e36da8,3f7fffec
b5e1d6ba,3f7fffec
b5e03fcc,3f7fffed
b5dea8df,3f7fffed
b5dd11f1,3f7fffed
b5db7b03,3f7fffed
b5d9e415,3f7fffed
b5d84d27,3f7fffed
b5d6b639,3f7fffed
b5d51f4b,3f7fffee
b5d3885d,3f7fffee
b5d1f16f,3f7fffee
b5d05a81,3f7fffee
b5cec393,3f7fffee
b5cd2ca5,3f7fffee
b5cb95b7,3f7fffee
b5c9feca,3f7fffee
b5c867dc,3f7fffef
b5c6d0ee,3f7fffef
b5c53a00,3f7fffef
b5c3a312,3f7fffef
b5c20c24,3f7fffef
b5c07536,3f7fffef
b5bede48,3f7fffef
b5bd475a,3f7ffff0
b5bbb06c,3f7ffff0
b5ba197e,3f7ffff0
b5b88290,3f7ffff0
b5b6eba2,3f7ffff0
b5b554b4,3f7ffff0
b5b3bdc7,3f7ffff0
b5b226d9,3f7ffff1
b5b08feb,3f7ffff1
b5aef8fd,3f7ffff1
b5ad620f,3f7ffff1
b5abcb21,3f7ffff1
b5aa3433,3f7ffff1
b5a89d45,3f7ffff1
b5a70657,3f7ffff2
b5a56f69,3f7ffff2
b5a3d87b,3f7ffff2
b5a2418d,3f7ffff2
b5a0aa9f,3f7ffff2
b59f13b2,3f7ffff2
b59d7cc4,3f7ffff2
b59be5d6,3f7ffff2
b59a4ee8,3f7ffff3
b598b7fa,3f7ffff3
b597210c,3f7ffff3
b5958a1e,3f7ffff3
b593f330,3f7ffff3
b5925c42,3f7ffff3
b590c554,3f7ffff3
b58f2e66,3f7ffff4
b58d9778,3f7ffff4
b58c008a,3f7ffff4
b58a699c,3f7ffff4
b588d2af,3f7ffff4
b5873bc1,3f7ffff4
b585a4d3,3f7ffff4
b5840de5,3f7ffff5
b58276f7,3f7ffff5
b580e009,3f7ffff5
b57f491b,3f7ffff5
b57db22d,3f7ffff5
b57c1b3f,3f7ffff5
b57a8451,3f7ffff5
b578ed63,3f7ffff5
b5775675,3f7ffff5
b575bf87,3f7ffff5
b574289a,3f7ffff5
b57291ac,3f7ffff5
b570fabe,3f7ffff6
b56f63d0,3f7ffff6
b56dcce2,3f7ffff6
b56c35f4,3f7ffff6
b56a9f06,3f7ffff6
b5690818,3f7ffff6
b567712a,3f7ffff6
b565da3c,3f7ffff6
b564434e,3f7ffff6
b562ac60,3f7ffff6
b5611572,3f7ffff6
b55f7e85,3f7ffff6
b55de797,3f7ffff6
b55c50a9,3f7ffff6
b55ab9bb,3f7ffff7
b55922cd,3f7ffff7
b5578bdf,3f7ffff7
b555f4f1,3f7ffff7
b5545e03,3f7ffff7
b552c715,3f7ffff7
b5513027,3f7ffff7
b54f9939,3f7ffff7
b54e024b,3f7ffff7
b54c6b5d,3f7ffff7
b54ad46f,3f7ffff7
b5493d82,3f7ffff7
b547a694,3f7ffff7
b5460fa6,3f7ffff7
b54478b8,3f7ffff7
b542e1ca,3f7ffff8
b5414adc,3f7ffff8
b53fb3ee,3f7ffff8
b53e1d00,3f7ffff8
b53c8612,3f7ffff8
b53aef24,3f7ffff8
b5395836,3f7ffff8
b537c148,3f7ffff8
b5362a5a,3f7ffff8
b534936d,3f7ffff8
b532fc7f,3f7ffff8
b5316591,3f7ffff8
b52fcea3,3f7ffff8
b52e37b5,3f7ffff8
b52ca0c7,3f7ffff9
b52b09d9,3f7ffff9
b52972eb,3f7ffff9
b527dbfd,3f7ffff9
b526450f,3f7ffff9
b524ae21,3f7ffff9
b5231733,3f7ffff9
b5218045,3f7ffff9
b51fe957,3f7ffff9
b51e526a,3f7ffff9
b51cbb7c,3f7ffff9
b51b248e,3f7ffff9
b5198da0,3f7ffff9
b517f6b2,3f7ffff9
b5165fc4,3f7ffff9
b514c8d6,3f7ffffa
b51331e8,3f7ffffa
b5119afa,3f7ffffa
b510040c,3f7ffffa
b50e6d1e,3f7ffffa
b50cd630,3f7ffffa
b50b3f42,3f7ffffa
b509a855,3f7ffffa
b5081167,3f7ffffa
b5067a79,3f7ffffa
b504e38b,3f7ffffa
b5034c9d,3f7ffffa
b501b5af,3f7ffffa
b5001ec1,3f7ffffa
b4fe87d3,3f7ffffa
b4fcf0e5,3f7ffffb
b4fb59f7,3f7ffffb
b4f9c309,3f7ffffb
b4f82c1b,3f7ffffb
b4f6952d,3f7ffffb
b4f4fe3f,3f7ffffb
b4f36752,3f7ffffb
b4f1d064,3f7ffffb
b4f03976,3f7ffffb
b4eea288,3f7ffffb
b4ed0b9a,3f7ffffb
b4eb74ac,3f7ffffb
b4e9ddbe,3f7ffffb
b4e846d0,3f7ffffb
b4e6afe2,3f7ffffb
b4e518f4,3f7ffffb
b4e38206,3f7ffffb
b4e1eb18,3f7ffffb
b4e0542a,3f7ffffb
b4debd3d,3f7ffffb
b4dd264f,3f7ffffb
b4db8f61,3f7ffffb
b4d9f873,3f7ffffb
b4d86185,3f7ffffb
b4d6ca97,3f7ffffb
b4d533a9,3f7ffffb
b4d39cbb,3f7ffffb
b4d205cd,3f7ffffb
b4d06edf,3f7ffffb
b4ced7f1,3f7ffffc
b4cd4103,3f7ffffc
b4cbaa15,3f7ffffc
b4ca1327,3f7ffffc
b4c87c3a,3f7ffffc
b4c6e54c,3f7ffffc
b4c54e5e,3f7ffffc
b4c3b770,3f7ffffc
b4c22082,3f7ffffc
b4c08994,3f7ffffc
b4bef2a6,3f7ffffc
b4bd5bb8,3f7ffffc
b4bbc4ca,3f7ffffc
b4ba2ddc,3f7ffffc
b4b896ee,3f7ffffc
b4b70000,3f7ffffc
b4b56912,3f7ffffc
b4b3d225,3f7ffffc
b4b23b37,3f7ffffc
b4b0a449,3f7ffffc
b4af0d5b,3f7ffffc
b4ad766d,3f7ffffc
b4abdf7f,3f7ffffc
b4aa4891,3f7ffffc
b4a8b1a3,3f7ffffc
b4a71ab5,3f7ffffc
b4a583c7,3f7ffffc
b4a3ecd9,3f7ffffc
b4a255eb,3f7ffffc
b4a0befd,3f7ffffd
b49f280f,3f7ffffd
b49d9122,3f7ffffd
b49bfa34,3f7ffffd
b49a6346,3f7ffffd
b498cc58,3f7ffffd
b497356a,3f7ffffd
b4959e7c,3f7ffffd
b494078e,3f7ffffd
b49270a0,3f7ffffd
b490d9b2,3f7ffffd
b48f42c4,3f7ffffd
b48dabd6,3f7ffffd
b48c14e8,3f7ffffd
b48a7dfa,3f7ffffd
b488e70d,3f7ffffd
b487501f,3f7ffffd
b485b931,3f7ffffd
b4842243,3f7ffffd
b4828b55,3f7ffffd
b480f467,3f7ffffd
b47f5d79,3f7ffffd
b47dc68b,3f7ffffd
b47c2f9d,3f7ffffd
b47a98af,3f7ffffd
b47901c1,3f7ffffd
b4776ad3,3f7ffffd
b475d3e5,3f7ffffd
b4743cf7,3f7ffffd
b472a60a,3f7ffffd
b4710f1c,3f7ffffd
b46f782e,3f7ffffd
b46de140,3f7ffffd
b46c4a52,3f7ffffd
b46ab364,3f7ffffd
b4691c76,3f7ffffd
b4678588,3f7ffffd
