case,itimestep,isfflx,dx,xland,snowh,u1,v1,t1,qv1,p1,rho1,dz1,u2,v2,dz2,psfc,tsk,pblh,mavail,hfx_input,qfx_input,znt_input,qsfc_input,ust_input,mol_input,ustm_input,regime,zol,rmol,ust,ustm,mol,psim,psih,chs,chs2,cqs2,ch,flhc,flqc,qgh,qsfc,hfx,qfx,lh,u10,v10,th2,t2,q2,gz1oz0,wspd,br,ck,cka,cd,cda,wstar,qstar,cpm,znt
free_convective_land,1,0, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9900000000000000E+002, 1.2000000104308128E-002, 9.8500000000000000E+004, 1.1396236419677734E+000, 4.4000000000000000E+001, 4.0000000000000000E+000, 1.3999999761581421E+000, 6.6000000000000000E+001, 1.0000000000000000E+005, 3.0900000000000000E+002, 1.5000000000000000E+003, 7.5000000000000000E-001, 2.4000000000000000E+002, 1.4000000373926014E-004, 1.1999999731779099E-001, 1.1857707984745502E-002, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 4.0000000000000000E+000,-1.4269053936004639E+000,-6.4859338104724884E-002, 2.2752001881599426E-001, 2.2752001881599426E-001,-1.0277682542800903E+000, 1.2852759361267090E+000, 2.0916507244110107E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1766735240817070E-002, 1.1857707984745502E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7133619785308838E+000, 9.0445405244827271E-001, 3.0249005126953125E+002, 3.0249005126953125E+002, 1.2000000104308128E-002, 5.2167458534240723E+000, 4.4714579582214355E+000,-3.1520274281501770E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1613187789916992E+000, 0.0000000000000000E+000, 1.0146253662109375E+003, 1.1999999731779099E-001
land_qsfc_unset,1,0, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 2.0000000000000000E+000, 2.9700000000000000E+002, 8.9999996125698090E-003, 9.9000000000000000E+004, 1.1551717519760132E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 2.5999999046325684E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 3.0200000000000000E+002, 9.0000000000000000E+002, 5.0000000000000000E-001, 1.5000000000000000E+002, 7.9999997979030013E-005, 1.0000000149011612E-001, 0.0000000000000000E+000, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 4.0000000000000000E+000,-6.6138267517089844E-001,-3.3069133758544922E-002, 2.6589399576187134E-001, 2.6589399576187134E-001,-7.0968401432037354E-001, 9.0180450677871704E-001, 1.5683554410934448E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9138988107442856E-002, 2.5077208876609802E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5406541824340820E+000, 1.8162616491317749E+000, 2.9896099853515625E+002, 2.9896099853515625E+002, 9.4499988481402397E-003, 5.3033046722412109E+000, 5.8505616188049316E+000,-1.3734588027000427E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.2867164611816406E+000,-1.6066583395004272E+000, 1.0120940551757812E+003, 1.0000000149011612E-001
thin_land_level2_wind,1,0, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.5000000000000000E+000, 8.0000001192092896E-001, 2.9400000000000000E+002, 6.5000001341104507E-003, 9.9800000000000000E+004, 1.1781440973281860E+000, 6.0000000000000000E+000, 3.2000000476837158E+000, 1.0000000000000000E+000, 1.0000000000000000E+001, 1.0000000000000000E+005, 2.9000000000000000E+002, 3.0000000000000000E+002, 5.0000000000000000E-001,-1.8000000000000000E+001,-6.9999998686398612E-007, 5.0000000745058060E-002, 6.4580230973660946E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 3.0958470702171326E-001, 1.0319489985704422E-001, 8.9798949658870697E-002, 8.9798949658870697E-002, 2.4812583625316620E-001,-1.7385118007659912E+000,-2.3473775386810303E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5732189640402794E-002, 6.4580230973660946E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2000000476837158E+000, 1.0000000000000000E+000, 2.9348858642578125E+002, 2.9348858642578125E+002, 6.5000001341104507E-003, 4.1108736991882324E+000, 2.6248810291290283E+000, 6.0761619359254837E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0099846191406250E+003, 5.0000000745058060E-002
thin_land_log10_wind,1,0, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000000000000E+000, 5.0000000000000000E-001, 2.9600000000000000E+002, 7.4999998323619366E-003, 9.9850000000000000E+004, 1.1700706481933594E+000, 3.0000000000000000E+000, 2.5999999046325684E+000, 6.9999998807907104E-001, 4.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 2.6000000000000000E+002, 5.0000000000000000E-001,-1.4000000000000000E+001,-6.0000002122251317E-007, 1.9999999552965164E-002, 7.4441679753363132E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 3.2335355877876282E-001, 2.1556903421878815E-001, 6.7164935171604156E-002, 6.7164935171604156E-002, 2.9211506247520447E-001,-1.8126170635223389E+000,-2.4338846206665039E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.7826853320002556E-002, 7.4441679753363132E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.8788073062896729E+000, 7.1970182657241821E-001, 2.9783596801757812E+002, 2.9783596801757812E+002, 7.4999998323619366E-003, 4.3307332992553711E+000, 2.0615527629852295E+000, 6.0216855257749557E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0108283081054688E+003, 1.9999999552965164E-002
midres_water,1,0, 5.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 9.0000000000000000E+000, 3.0000000000000000E+000, 2.9200000000000000E+002, 8.5000004619359970E-003, 9.9000000000000000E+004, 1.1753014326095581E+000, 1.8000000000000000E+001, 1.1000000000000000E+001, 3.5999999046325684E+000, 3.4000000000000000E+001, 1.0000000000000000E+005, 2.8900000000000000E+002, 4.2000000000000000E+002, 1.0000000000000000E+000,-1.0000000000000000E+001, 1.9999999494757503E-005, 1.9999999494757503E-004, 0.0000000000000000E+000, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 1.6010636091232300E-001, 1.7789594829082489E-002, 1.4113870263099670E-001, 1.4113870263099670E-001, 1.0569173097610474E-001,-9.2738926410675049E-001,-1.3107964992523193E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3969942927360535E-002, 1.1265649460256100E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.0757350921630859E+000, 3.0252449512481689E+000, 2.9208117675781250E+002, 2.9208117675781250E+002, 8.9250002056360245E-003, 1.2520649909973145E+001, 9.4868326187133789E+000, 1.1257746256887913E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,-8.9234426617622375E-002, 1.0116721801757812E+003, 3.2854502933332697E-005
coarse_water,1,0, 5.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.1000000000000000E+001, 2.0000000000000000E+000, 2.9900000000000000E+002, 1.3000000268220901E-002, 9.8500000000000000E+004, 1.1389527320861816E+000, 6.0000000000000000E+001, 1.3000000000000000E+001, 2.4000000953674316E+000, 9.0000000000000000E+001, 1.0000000000000000E+005, 3.0400000000000000E+002, 1.2000000000000000E+003, 1.0000000000000000E+000, 1.3000000000000000E+002, 9.0000001364387572E-005, 1.9999999494757503E-004, 0.0000000000000000E+000, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 4.0000000000000000E+000,-7.3505789041519165E-001,-2.4501929059624672E-002, 1.7896673083305359E-001, 1.7582689225673676E-001,-2.4009823799133301E-001, 9.6153759956359863E-001, 1.6573126316070557E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1766735240817070E-002, 2.8190687298774719E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0428844451904297E+001, 1.8961534500122070E+000, 3.0075442504882812E+002, 3.0075442504882812E+002, 1.3650000095367432E-002, 1.3682594299316406E+001, 1.1380049705505371E+001,-4.9758363515138626E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1226236820220947E+000,-5.6078875064849854E-001, 1.0154691772460938E+003, 3.4264685382368043E-005
strong_stable_land,1,1, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+000, 1.0000000000000000E+000, 2.9500000000000000E+002, 6.0000000521540642E-003, 9.9000000000000000E+004, 1.1650869846343994E+000, 4.0000000000000000E+001, 8.0000000000000000E+000, 1.3999999761581421E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.8000000000000000E+002, 2.5000000000000000E+002, 4.4999998807907104E-001,-2.5000000000000000E+001,-9.9999999747524271E-007, 1.0000000149011612E-001, 5.9642144478857517E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 1.0000000000000000E+000, 6.3334841728210449E+000, 3.1667420268058777E-001, 5.8983422815799713E-002, 5.8983422815799713E-002, 3.3176463842391968E-001,-1.5339627265930176E+001,-1.3586287498474121E+001, 1.2302774703130126E-003, 3.2241924200206995E-003, 3.2294776756316423E-003, 1.2302774703130126E-003, 1.4470872879028320E+000, 6.4506300259381533E-004, 1.6893278807401657E-002, 5.9642144478857517E-003,-2.2933914184570312E+001,-3.0038086818243159E-013,-7.5095215379406000E-007, 4.5953364372253418E+000, 7.6588940620422363E-001, 2.8604736328125000E+002, 2.8604736328125000E+002, 5.9999995864927769E-003, 5.3033046722412109E+000, 6.0827932357788086E+000, 2.8508919477462769E-001, 6.7056645639240742E-004, 4.0419402648694813E-004, 6.4009591005742550E-004, 3.7547168903984129E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0095627441406250E+003, 1.0000000149011612E-001
clipped_stable_land,1,1, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.2000000476837158E+000, 4.0000000596046448E-001, 2.9500000000000000E+002, 4.9999998882412910E-003, 9.9200000000000000E+004, 1.1681410074234009E+000, 4.0000000000000000E+001, 2.0000000000000000E+000, 6.9999998807907104E-001, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.7800000000000000E+002, 1.8000000000000000E+002, 4.0000000596046448E-001,-1.5000000000000000E+001,-8.0000000934887794E-007, 1.0000000149011612E-001, 4.9751242622733116E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 1.0000000000000000E+000, 2.0000000000000000E+001, 1.0000000000000000E+000, 9.3354498967528343E-003, 9.3354498967528343E-003, 2.8807267546653748E-001,-2.1944866180419922E+001,-1.9029552459716797E+001, 1.5166928642429411E-004, 3.3786566928029060E-004, 3.3823217381723225E-004, 1.5166930097620934E-004, 1.7871586978435516E-001, 7.0872032665647566E-005, 1.6858296468853951E-002, 4.9751242622733116E-003,-3.1592972278594971E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.8495334386825562E-001, 3.2831779122352600E-001, 2.8593560791015625E+002, 2.8593560791015625E+002, 4.9999998882412910E-003, 5.3033046722412109E+000, 1.2650575637817383E+000, 2.0000000000000000E+000, 3.5460022627376020E-004, 2.3851024161558598E-004, 3.1987219699658453E-004, 2.1549900702666491E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0087188720703125E+003, 1.0000000149011612E-001
damped_stable_land,1,1, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.9300000000000000E+002, 7.0000002160668373E-003, 9.9500000000000000E+004, 1.1782591342926025E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 4.0000000000000000E+002, 5.5000001192092896E-001,-1.0000000000000000E+001,-4.9999999873762135E-007, 1.0000000149011612E-001, 6.9513409398496151E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 4.2562672495841980E-001, 2.1281335502862930E-002, 1.3323543965816498E-001, 1.3323543965816498E-001, 1.1261323839426041E-001,-2.3537716865539551E+000,-3.0408415794372559E+000, 6.1741471290588379E-003, 1.4423444867134094E-002, 1.4470346271991730E-002, 6.1741466633975506E-003, 7.3504490852355957E+000, 4.0016868151724339E-003, 1.4812489040195942E-002, 6.9513409398496151E-003,-1.7787511825561523E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.8085150718688965E+000, 7.6170301437377930E-001, 2.9203588867187500E+002, 2.9203588867187500E+002, 7.0000002160668373E-003, 5.3033046722412109E+000, 5.0990557670593262E+000, 6.2497429549694061E-002, 4.1601625271141529E-003, 2.4211229756474495E-003, 4.7035170719027519E-003, 2.7289404533803463E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104064331054688E+003, 1.0000000149011612E-001
neutral_land,1,1, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 4.0000000000000000E+000, 0.0000000000000000E+000, 2.9500000000000000E+002, 8.0000003799796104E-003, 1.0000000000000000E+005, 1.1754503250122070E+000, 4.0000000000000000E+001, 5.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9500000000000000E+002, 6.0000000000000000E+002, 5.5000001192092896E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000149011612E-001, 7.9365083947777748E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 3.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5090107917785645E-001, 1.5090107917785645E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0796023532748222E-002, 1.8114265054464340E-002, 1.8179602921009064E-002, 1.0796023532748222E-002, 1.2832956314086914E+001, 6.9811586290597916E-003, 1.6719803214073181E-002, 7.9365083947777748E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4809393882751465E+000, 0.0000000000000000E+000, 2.9500000000000000E+002, 2.9500000000000000E+002, 8.0000003799796104E-003, 5.3033046722412109E+000, 4.0000462532043457E+000, 0.0000000000000000E+000, 7.0747667923569679E-003, 5.3973631002008915E-003, 7.5119710527360439E-003, 5.6888810358941555E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0112501831054688E+003, 1.0000000149011612E-001
free_convective_land,1,1, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9900000000000000E+002, 1.2000000104308128E-002, 9.8500000000000000E+004, 1.1396236419677734E+000, 4.4000000000000000E+001, 4.0000000000000000E+000, 1.3999999761581421E+000, 6.6000000000000000E+001, 1.0000000000000000E+005, 3.0900000000000000E+002, 1.5000000000000000E+003, 7.5000000000000000E-001, 2.4000000000000000E+002, 1.4000000373926014E-004, 1.1999999731779099E-001, 1.1857707984745502E-002, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 4.0000000000000000E+000,-1.4268807172775269E+000,-6.4858213067054749E-002, 2.2752159833908081E-001, 2.2752159833908081E-001,-1.0277646780014038E+000, 1.2852665185928345E+000, 2.0916388034820557E+000, 2.6666939258575439E-002, 3.5662960261106491E-002, 3.5863246768712997E-002, 2.6666941121220589E-002, 3.0834743499755859E+001, 2.2801773622632027E-002, 2.1766735240817070E-002, 1.1857707984745502E-002, 2.6844897460937500E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7133610248565674E+000, 9.0445369482040405E-001, 3.0249005126953125E+002, 3.0249005126953125E+002, 1.2000000104308128E-002, 5.2167458534240723E+000, 4.4714994430541992E+000,-3.1519690155982971E-001, 1.4061543159186840E-002, 1.1929637752473354E-002, 1.2654217891395092E-002, 1.0351612232625484E-002, 3.1613187789916992E+000, 0.0000000000000000E+000, 1.0146253662109375E+003, 1.1999999731779099E-001
land_qsfc_unset,1,1, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 2.0000000000000000E+000, 2.9700000000000000E+002, 8.9999996125698090E-003, 9.9000000000000000E+004, 1.1551717519760132E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 2.5999999046325684E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 3.0200000000000000E+002, 9.0000000000000000E+002, 5.0000000000000000E-001, 1.5000000000000000E+002, 7.9999997979030013E-005, 1.0000000149011612E-001, 0.0000000000000000E+000, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 4.0000000000000000E+000,-6.6137570142745972E-001,-3.3068783581256866E-002, 2.6589515805244446E-001, 2.6589515805244446E-001,-7.0968264341354370E-001, 9.0179973840713501E-001, 1.5683481693267822E+000, 2.6439871639013290E-002, 3.6070499569177628E-002, 3.6217600107192993E-002, 2.6439873501658440E-002, 3.0911977767944336E+001, 1.5276025049388409E-002, 1.9138988107442856E-002, 2.5077208876609802E-002, 1.2815905761718750E+002, 2.5544955860823393E-004, 6.3862390136718750E+002, 4.5406537055969238E+000, 1.8162614107131958E+000, 2.9896099853515625E+002, 2.9896099853515625E+002, 9.4499988481402397E-003, 5.3033046722412109E+000, 5.8505935668945312E+000,-1.3734437525272369E-001, 1.0561696253716946E-002, 9.0394541621208191E-003, 1.0014305822551250E-002, 8.2588130608201027E-003, 2.2867164611816406E+000,-1.6066552400588989E+000, 1.0120940551757812E+003, 1.0000000149011612E-001
thin_land_level2_wind,1,1, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.5000000000000000E+000, 8.0000001192092896E-001, 2.9400000000000000E+002, 6.5000001341104507E-003, 9.9800000000000000E+004, 1.1781440973281860E+000, 6.0000000000000000E+000, 3.2000000476837158E+000, 1.0000000000000000E+000, 1.0000000000000000E+001, 1.0000000000000000E+005, 2.9000000000000000E+002, 3.0000000000000000E+002, 5.0000000000000000E-001,-1.8000000000000000E+001,-6.9999998686398612E-007, 5.0000000745058060E-002, 6.4580230973660946E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 3.0956143140792847E-001, 1.0318714380264282E-001, 8.9803270995616913E-002, 8.9803270995616913E-002, 2.4813126027584076E-001,-1.7383878231048584E+000,-2.3472304344177246E+000, 5.3249998018145561E-003, 6.3623543828725815E-003, 6.3692536205053329E-003, 5.3249998018145561E-003, 6.3362569808959961E+000, 3.1387191265821457E-003, 1.5732189640402794E-002, 6.4580230973660946E-003,-2.6410867691040039E+001, 1.4615799889816650E-012, 3.6539499888021965E-006, 3.2000000476837158E+000, 1.0000000000000000E+000, 2.9348861694335938E+002, 2.9348861694335938E+002, 6.5000001341104507E-003, 4.1108736991882324E+000, 2.6249516010284424E+000, 6.0758352279663086E-002, 1.3426281511783600E-003, 4.0574287995696068E-003, 1.4335509622469544E-003, 4.6764682047069073E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0099846191406250E+003, 5.0000000745058060E-002
thin_land_log10_wind,1,1, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000000000000E+000, 5.0000000000000000E-001, 2.9600000000000000E+002, 7.4999998323619366E-003, 9.9850000000000000E+004, 1.1700706481933594E+000, 3.0000000000000000E+000, 2.5999999046325684E+000, 6.9999998807907104E-001, 4.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 2.6000000000000000E+002, 5.0000000000000000E-001,-1.4000000000000000E+001,-6.0000002122251317E-007, 1.9999999552965164E-002, 7.4441679753363132E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 3.2331418991088867E-001, 2.1554279327392578E-001, 6.7170150578022003E-002, 6.7170150578022003E-002, 2.9212528467178345E-001,-1.8124074935913086E+000,-2.4336380958557129E+000, 3.8099626544862986E-003, 3.3736682962626219E-003, 3.3747181296348572E-003, 3.8099626544862986E-003, 4.5061969757080078E+000, 2.2300046402961016E-003, 1.7826853320002556E-002, 7.4441679753363132E-003,-2.3103199005126953E+001,-2.0768536630050294E-012,-5.1921342674177140E-006, 2.8788073062896729E+000, 7.1970182657241821E-001, 2.9783596801757812E+002, 2.9783596801757812E+002, 7.4999998323619366E-003, 4.3307332992553711E+000, 2.0616426467895508E+000, 6.0211606323719025E-002, 6.9091707700863481E-004, 3.6950209178030491E-003, 6.8493484286591411E-004, 4.2397389188408852E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0108283081054688E+003, 1.9999999552965164E-002
