case,isftcflx,itimestep,isfflx,dx,xland,snowh,u1,v1,t1,qv1,p1,rho1,dz1,u2,v2,dz2,psfc,tsk,pblh,mavail,hfx_input,qfx_input,znt_input,qsfc_input,ust_input,mol_input,ustm_input,regime,zol,rmol,ust,ustm,mol,psim,psih,chs,chs2,cqs2,ch,flhc,flqc,qgh,qsfc,hfx,qfx,lh,u10,v10,th2,t2,q2,gz1oz0,wspd,br,ck,cka,cd,cda,wstar,qstar,cpm,znt
hurricane_water,3,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.4000000000000000E+001, 8.0000000000000000E+000, 2.9900000000000000E+002, 1.4999999664723873E-002, 9.6500000000000000E+004, 1.1145180463790894E+000, 5.0000000000000000E+001, 4.1000000000000000E+001, 1.0000000000000000E+001, 7.6000000000000000E+001, 1.0000000000000000E+005, 3.0300000000000000E+002, 2.2000000000000000E+003, 1.0000000000000000E+000, 6.0000000000000000E+002, 3.9999998989515007E-004, 1.9999999494757503E-004, 1.4778325334191322E-002, 3.5000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+000, 4.0000000000000000E+000,-9.9519463256001472E-003,-3.9807785651646554E-004, 2.5285255908966064E+000, 2.5226292610168457E+000,-7.4329167604446411E-002, 3.7962093949317932E-002, 7.5234450399875641E-002, 6.0098394751548767E-002, 7.0363678038120270E-002, 7.0370644330978394E-002, 6.0098398476839066E-002, 6.8129913330078125E+001, 6.6981188952922821E-002, 2.2233992815017700E-002, 2.6593381538987160E-002, 3.1182986450195312E+002, 8.2520226715132594E-004, 2.0630056152343750E+003, 3.0640628814697266E+001, 7.2095599174499512E+000, 3.0219638061523438E+002, 3.0219638061523438E+002, 1.5749998390674591E-002, 9.0794258117675781E+000, 3.5195053100585938E+001,-2.0498288795351982E-003, 1.2305083218961954E-003, 1.0515251196920872E-003, 2.4099329020828009E-003, 1.9572328310459852E-003, 4.3234281539916992E+000,-2.8082209825515747E-001, 1.0171566162109375E+003, 2.8500000480562449E-003
cold_water,3,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+000, 1.5000000000000000E+000, 2.6800000000000000E+002, 2.4999999441206455E-003, 9.9700000000000000E+004, 1.2942557334899902E+000, 1.6000000000000000E+001, 7.5000000000000000E+000, 2.0000000000000000E+000, 2.6000000000000000E+001, 1.0000000000000000E+005, 2.7100000000000000E+002, 3.0000000000000000E+002, 1.0000000000000000E+000,-3.0000000000000000E+001,-8.0000000934887794E-007, 1.9999999494757503E-004, 2.4937654379755259E-003, 2.0000000298023224E-001, 0.0000000000000000E+000, 2.0000000298023224E-001, 4.0000000000000000E+000,-2.0542693138122559E-001,-2.5678366422653198E-002, 2.1927610039710999E-001, 2.1927610039710999E-001,-9.9889911711215973E-002, 4.6806085109710693E-001, 8.6015886068344116E-001, 7.5839017517864704E-003, 8.1842280924320221E-003, 8.1842755898833275E-003, 7.5839017517864704E-003, 9.8803834915161133E+000, 9.8155224695801735E-003, 2.4846438318490982E-003, 3.1857562717050314E-003, 2.7751920700073242E+001, 6.8309927883092314E-006, 1.7077482223510742E+001, 6.1235299110412598E+000, 1.5308824777603149E+000, 2.6843334960937500E+002, 2.6843334960937500E+002, 2.5510508567094803E-003, 1.0838383674621582E+001, 6.1846585273742676E+000,-2.2092260420322418E-002, 1.3032255228608847E-003, 1.3340427540242672E-003, 1.4450020389631391E-003, 1.4877686044201255E-003, 0.0000000000000000E+000,-2.3933254182338715E-002, 1.0066094360351562E+003, 1.5705372788943350E-004
extreme_water,3,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.6000000000000000E+001, 6.0000000000000000E+000, 2.9500000000000000E+002, 1.0999999940395355E-002, 9.8800000000000000E+004, 1.1592786312103271E+000, 4.4000000000000000E+001, 3.2000000000000000E+001, 7.5000000000000000E+000, 6.6000000000000000E+001, 1.0000000000000000E+005, 2.9800000000000000E+002, 1.6000000000000000E+003, 1.0000000000000000E+000, 3.5000000000000000E+002, 1.9999999494757503E-004, 1.9999999494757503E-004, 1.0880315676331520E-002, 9.0000000000000000E+000, 0.0000000000000000E+000, 9.0000000000000000E+000, 4.0000000000000000E+000,-1.6651621088385582E-002,-7.5689185177907348E-004, 5.1046237945556641E+000, 5.1002840995788574E+000,-8.3594068884849548E-002, 6.1375249177217484E-002, 1.2087290734052658E-001, 1.1845880001783371E-001, 1.3658203184604645E-001, 1.3659505546092987E-001, 1.1845879256725311E-001, 1.3921932983398438E+002, 1.3732779026031494E-001, 1.6928406432271004E-002, 1.9752437248826027E-002, 1.0804169921875000E+003, 1.2566120130941272E-003, 3.1415300292968750E+003, 2.3789623260498047E+001, 5.4899134635925293E+000, 2.9628213500976562E+002, 2.9628213500976562E+002, 1.1549999006092548E-002, 8.9516086578369141E+000, 2.6876237869262695E+001,-3.6358558572828770E-003, 1.1912323534488678E-003, 1.0441278573125601E-003, 2.4180496111512184E-003, 2.0243877079337835E-003, 3.2143712043762207E+000,-2.0588801801204681E-001, 1.0137816162109375E+003, 2.8500000480562449E-003
xland_exactly_1p5,3,1,1, 3.0000000000000000E+003, 1.5000000000000000E+000, 0.0000000000000000E+000, 7.0000000000000000E+000, 2.0000000000000000E+000, 2.9400000000000000E+002, 9.4999996945261955E-003, 9.9150000000000000E+004, 1.1683803796768188E+000, 2.2000000000000000E+001, 9.0000000000000000E+000, 2.5999999046325684E+000, 3.4000000000000000E+001, 1.0000000000000000E+005, 2.9700000000000000E+002, 8.0000000000000000E+002, 8.0000001192092896E-001, 7.7000000000000000E+001, 3.9999998989515007E-005, 1.9999999494757503E-004, 9.4105983152985573E-003, 4.0000000596046448E-001, 0.0000000000000000E+000, 4.0000000596046448E-001, 4.0000000000000000E+000,-1.2881536781787872E-001,-1.1710488237440586E-002, 3.4360837936401367E-001, 3.3956319093704224E-001,-7.2557300329208374E-002, 3.4083947539329529E-001, 6.3781249523162842E-001, 1.0862523689866066E-002, 1.2033964507281780E-002, 1.2034076265990734E-002, 1.0862524621188641E-002, 1.2850406646728516E+001, 1.0153263807296753E-002, 1.5837952494621277E-002, 9.4105983152985573E-003, 7.7000000000000000E+001,-9.4559637897617677E-012,-2.3639910068595782E-005, 6.9380731582641602E+000, 1.9823065996170044E+000, 2.9494006347656250E+002, 2.9494006347656250E+002, 9.4999996945261955E-003, 1.0773546218872070E+001, 7.4911203384399414E+000,-1.4975306577980518E-002, 1.2259127106517553E-003, 1.2120781466364861E-003, 1.4907266013324261E-003, 1.4700292376801372E-003, 1.7654695510864258E+000, 0.0000000000000000E+000, 1.0125158691406250E+003, 2.3041464737616479E-004
control_land,3,1,1, 3.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.9500000000000000E+002, 7.0000002160668373E-003, 9.9000000000000000E+004, 1.1643902063369751E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 2.5000000000000000E+002, 5.0000000000000000E-001,-2.0000000000000000E+001,-8.9999997499035089E-007, 1.0000000149011612E-001, 6.9513409398496151E-003, 2.0000000298023224E-001, 0.0000000000000000E+000, 2.0000000298023224E-001, 2.0000000000000000E+000, 1.2534313201904297E+000, 6.2671564519405365E-002, 1.8891337513923645E-001, 1.8891337513923645E-001, 1.5003724396228790E-001,-6.1663303375244141E+000,-6.4440212249755859E+000, 5.8215237222611904E-003, 1.4209962449967861E-002, 1.4302279800176620E-002, 5.8215237222611904E-003, 6.8490653038024902E+000, 3.3901848364621401E-003, 1.6893278807401657E-002, 6.9513409398496151E-003,-3.3206512451171875E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4834496974945068E+000, 6.9668990373611450E-001, 2.9298626708984375E+002, 2.9298626708984375E+002, 7.0000002160668373E-003, 5.3033046722412109E+000, 5.0990195274353027E+000, 1.2418857961893082E-001, 2.0234335679560900E-003, 1.0749851353466511E-003, 2.5057732127606869E-003, 1.2162441853433847E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104064331054688E+003, 1.0000000149011612E-001
control_snow_land,3,1,1, 3.0000000000000000E+003, 1.0000000000000000E+000, 2.0000000298023224E-001, 4.0000000000000000E+000, 1.0000000000000000E+000, 2.9300000000000000E+002, 4.0000001899898052E-003, 9.9300000000000000E+004, 1.1780083179473877E+000, 4.0000000000000000E+001, 5.1999998092651367E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.8800000000000000E+002, 2.2000000000000000E+002, 6.0000002384185791E-001,-1.2000000000000000E+001,-6.0000002122251317E-007, 1.0000000149011612E-001, 3.9840643294155598E-003, 2.0000000298023224E-001, 0.0000000000000000E+000, 2.0000000298023224E-001, 1.0000000000000000E+000, 2.1989002227783203E+000, 1.0994501411914825E-001, 1.5702290832996368E-001, 1.5702290832996368E-001, 1.0680854320526123E-001,-9.1579208374023438E+000,-8.7840967178344727E+000, 2.9937289655208588E-003, 5.3823604248464108E-003, 5.5113472044467926E-003, 2.9937289655208588E-003, 3.5544106960296631E+000, 2.1393713541328907E-003, 1.4843034557998180E-002, 3.9840643294155598E-003,-1.9864370346069336E+001, 9.9622241879482321E-013, 2.4905559712351533E-006, 2.8079526424407959E+000, 7.0198816061019897E-001, 2.9110845947265625E+002, 2.9110845947265625E+002, 4.0000001899898052E-003, 5.3033046722412109E+000, 4.1231055259704590E+000, 2.2022536396980286E-001, 9.1817713109776378E-004, 5.3318560821935534E-004, 1.5525664202868938E-003, 7.6508522033691406E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0078751831054688E+003, 1.0000000149011612E-001
calm_water,3,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000745058060E-002, 0.0000000000000000E+000, 2.9200000000000000E+002, 6.0000000521540642E-003, 9.9000000000000000E+004, 1.1770570278167725E+000, 1.8000000000000000E+001, 1.0000000149011612E-001, 0.0000000000000000E+000, 2.8000000000000000E+001, 1.0000000000000000E+005, 2.8900000000000000E+002, 2.0000000000000000E+002, 1.0000000000000000E+000,-3.2291415333747864E-001, 4.4933875642527710E-007, 1.2700000695531344E-007, 1.1265649460256100E-002, 5.4928637109696865E-003, 3.7642426788806915E-002, 5.4928637109696865E-003, 1.0000000000000000E+000, 2.0000000000000000E+001, 2.2222223281860352E+000, 3.2392959110438824E-003, 3.2392959110438824E-003, 3.7642426788806915E-002,-2.2502843856811523E+001,-1.9637607574462891E+001, 4.1736548155313358E-005, 5.9092661103932187E-005, 5.9092526498716325E-005, 4.1736548155313358E-005, 4.9596078693866730E-002, 4.9126283556688577E-005, 1.3969942927360535E-002, 1.1265649460256100E-002,-1.9043238461017609E-001, 2.6498770466787391E-007, 6.6246926784515381E-001, 5.0291430205106735E-002, 0.0000000000000000E+000, 2.9171194458007812E+002, 2.9171194458007812E+002, 6.2999995425343513E-003, 1.8076303482055664E+001, 1.0000000149011612E-001, 4.0000000000000000E+000, 1.2212648289278150E-004, 1.2700559454970062E-004, 9.3680930149275810E-005, 9.7165975603275001E-005, 0.0000000000000000E+000,-6.8306073546409607E-002, 1.0095627441406250E+003, 1.2700000695531344E-007
light_water,3,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9200000000000000E+002, 7.4999998323619366E-003, 9.9200000000000000E+004, 1.1783777475357056E+000, 2.0000000000000000E+001, 3.9000000953674316E+000, 1.2999999523162842E+000, 3.2000000000000000E+001, 1.0000000000000000E+005, 2.9300000000000000E+002, 4.0000000000000000E+002, 1.0000000000000000E+000, 1.3193973302841187E+000, 2.8175962142995559E-005, 4.3607167754089460E-005, 1.4522654935717583E-002, 8.2019604742527008E-002,-6.4148098230361938E-002, 8.0329097807407379E-002, 4.0000000000000000E+000,-6.8721508979797363E-001,-6.8721510469913483E-002, 9.7024351358413696E-002, 9.5420390367507935E-002,-6.4320951700210571E-002, 9.2984884977340698E-001, 1.6102362871170044E+000, 3.9191097021102905E-003, 4.2013614438474178E-003, 4.2013474740087986E-003, 3.9191097021102905E-003, 4.6681985855102539E+000, 4.6181888319551945E-003, 1.3941146433353424E-002, 1.4522654935717583E-002, 1.5703825950622559E+000, 3.3420314139220864E-005, 8.3550788879394531E+001, 2.9999997615814209E+000, 1.0000000000000000E+000, 2.9269299316406250E+002, 2.9269299316406250E+002, 7.8749991953372955E-003, 1.2375796318054199E+001, 3.2056977748870850E+000,-5.1938593387603760E-002, 1.4116140082478523E-003, 1.4116098172962666E-003, 1.2212834553793073E-003, 1.2212834553793073E-003, 5.2583122253417969E-001,-2.8592169284820557E-001, 1.0108283081054688E+003, 4.2195079004159197E-005
moderate_water,3,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 8.0000000000000000E+000, 2.0000000000000000E+000, 2.9300000000000000E+002, 8.9999996125698090E-003, 9.9400000000000000E+004, 1.1756731271743774E+000, 2.4000000000000000E+001, 1.0000000000000000E+001, 2.5999999046325684E+000, 3.8000000000000000E+001, 1.0000000000000000E+005, 2.9500000000000000E+002, 7.0000000000000000E+002, 1.0000000000000000E+000, 1.8484819412231445E+001, 8.9499488240107894E-005, 2.8679761453531682E-004, 1.6444846987724304E-002, 3.1250318884849548E-001,-9.0071499347686768E-002, 3.1033819913864136E-001, 4.0000000000000000E+000,-1.3807138800621033E-001,-1.1505949310958385E-002, 3.1791347265243530E-001, 3.1540244817733765E-001,-8.9965656399726868E-002, 3.5798317193984985E-001, 6.6815686225891113E-001, 1.0020070709288120E-002, 1.1149711906909943E-002, 1.1149841360747814E-002, 1.0020070709288120E-002, 1.1922799110412598E+001, 1.1780348606407642E-002, 1.4827745966613293E-002, 1.6444846987724304E-002, 1.8798418045043945E+001, 9.0941975940950215E-005, 2.2735493469238281E+002, 7.8630537986755371E+000, 1.9657634496688843E+000, 2.9365576171875000E+002, 2.9365576171875000E+002, 9.4499988481402397E-003, 1.0650737762451172E+001, 8.3197288513183594E+000,-1.6539888456463814E-002, 1.2518767034634948E-003, 1.2248727725818753E-003, 1.5517488354817033E-003, 1.5102777397260070E-003, 1.1035842895507812E+000,-2.3717860877513885E-001, 1.0120940551757812E+003, 2.8420714079402387E-004
breezy_water,3,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.2000000000000000E+001, 3.0000000000000000E+000, 2.9100000000000000E+002, 8.5000004619359970E-003, 9.9100000000000000E+004, 1.1805316209793091E+000, 3.0000000000000000E+001, 1.5000000000000000E+001, 3.9000000953674316E+000, 4.6000000000000000E+001, 1.0000000000000000E+005, 2.9200000000000000E+002, 9.0000000000000000E+002, 1.0000000000000000E+000, 8.9471969604492188E+000, 9.7020863904617727E-005, 6.4242089865729213E-004, 1.3638554140925407E-002, 5.5104923248291016E-001,-3.2873202115297318E-002, 5.4825794696807861E-001, 4.0000000000000000E+000,-2.6907630264759064E-002,-1.7938420642167330E-003, 5.2444148063659668E-001, 5.2207267284393311E-001,-3.3019788563251495E-002, 9.5366843044757843E-002, 1.8649014830589294E-001, 1.4747940003871918E-002, 1.6960043460130692E-002, 1.6960471868515015E-002, 1.4747939072549343E-002, 1.7613626480102539E+001, 1.7410460859537125E-002, 1.3088825158774853E-002, 1.3638554140925407E-002, 8.3372001647949219E+000, 9.2747897724620998E-005, 2.3186975097656250E+002, 1.1547846794128418E+001, 2.8869616985321045E+000, 2.9178488159179688E+002, 2.9178488159179688E+002, 8.9250002056360245E-003, 1.0072886466979980E+001, 1.2417865753173828E+001,-3.8405340164899826E-003, 1.2009614147245884E-003, 1.1273869313299656E-003, 1.7355422023683786E-003, 1.6072181751951575E-003, 1.0969907045364380E+000,-1.4651708304882050E-001, 1.0116721801757812E+003, 6.3315598526969552E-004
windy_water,3,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.7000000000000000E+001, 4.0000000000000000E+000, 2.9000000000000000E+002, 8.0000003799796104E-003, 9.8900000000000000E+004, 1.1825637817382812E+000, 3.6000000000000000E+001, 2.1000000000000000E+001, 5.0000000000000000E+000, 5.4000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 1.1000000000000000E+003, 1.0000000000000000E+000, 1.7762161254882812E+001, 1.3374538684729487E-004, 1.2735362397506833E-003, 1.2802538461983204E-002, 8.7018549442291260E-001,-2.4692619219422340E-002, 8.6708945035934448E-001, 4.0000000000000000E+000,-1.1155297048389912E-002,-6.1973871197551489E-004, 8.0291539430618286E-001, 8.0025064945220947E-001,-2.4841008707880974E-002, 4.2179983109235764E-002, 8.3457045257091522E-002, 2.1129097789525986E-002, 2.4558482691645622E-002, 2.4559659883379936E-002, 2.1129097789525986E-002, 2.5267608642578125E+001, 2.4986619129776955E-002, 1.2296259403228760E-002, 1.2802538461983204E-002, 1.5300216674804688E+001, 1.2414772936608642E-004, 3.1036932373046875E+002, 1.5984112739562988E+001, 3.7609677314758301E+000, 2.9092938232421875E+002, 2.9092938232421875E+002, 8.3999997004866600E-003, 9.5671148300170898E+000, 1.7517433166503906E+001,-1.8671886064112186E-003, 1.2195854214951396E-003, 1.1051243636757135E-003, 1.9948799163103104E-003, 1.7635831609368324E-003, 1.3639949560165405E+000,-1.2805189192295074E-001, 1.0112501831054688E+003, 1.2599631445482373E-003
gale_water,3,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.2000000000000000E+001, 5.0000000000000000E+000, 2.8900000000000000E+002, 7.7999997884035110E-003, 9.8600000000000000E+004, 1.1831970214843750E+000, 4.0000000000000000E+001, 2.7000000000000000E+001, 6.1999998092651367E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9000000000000000E+002, 1.3000000000000000E+003, 1.0000000000000000E+000, 3.5086090087890625E+001, 1.6077903273981065E-004, 2.1186319645494223E-003, 1.2012305669486523E-002, 1.2471880912780762E+000,-1.4661321416497231E-002, 1.2438104152679443E+000, 4.0000000000000000E+000,-4.0824604220688343E-003,-2.0412301819305867E-004, 1.1183075904846191E+000, 1.1152857542037964E+000,-1.4768604189157486E-002, 1.5572708100080490E-002, 3.0862193554639816E-002, 2.8160637244582176E-002, 3.2865237444639206E-002, 3.2867770642042160E-002, 2.8160637244582176E-002, 3.3688812255859375E+001, 3.3319801092147827E-002, 1.1558799073100090E-002, 1.2012305669486523E-002, 2.7593486785888672E+001, 1.4521955745294690E-004, 3.6304888916015625E+002, 2.0351575851440430E+001, 4.6253576278686523E+000, 2.9014270019531250E+002, 2.9014270019531250E+002, 8.1899994984269142E-003, 9.1610593795776367E+000, 2.2621980667114258E+001,-7.7490537660196424E-004, 1.2436493998393416E-003, 1.1013800976797938E-003, 2.2354021202772856E-003, 1.9129618303850293E-003, 1.6595143079757690E+000,-1.0759225487709045E-001, 1.0110814819335938E+003, 2.1012520883232355E-003
hurricane_water,3,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.4000000000000000E+001, 8.0000000000000000E+000, 2.9900000000000000E+002, 1.4999999664723873E-002, 9.6500000000000000E+004, 1.1145180463790894E+000, 5.0000000000000000E+001, 4.1000000000000000E+001, 1.0000000000000000E+001, 7.6000000000000000E+001, 1.0000000000000000E+005, 3.0300000000000000E+002, 2.2000000000000000E+003, 1.0000000000000000E+000, 3.1182986450195312E+002, 8.2520226715132594E-004, 2.8500000480562449E-003, 2.6593381538987160E-002, 2.5285255908966064E+000,-7.4329167604446411E-002, 2.5226292610168457E+000, 4.0000000000000000E+000,-1.0131050832569599E-002,-4.0524202631786466E-004, 2.0415740013122559E+000, 2.0339987277984619E+000,-7.5206525623798370E-002, 3.8602717220783234E-002, 7.6488859951496124E-002, 4.9097217619419098E-002, 5.7594895362854004E-002, 5.7600673288106918E-002, 4.9097217619419098E-002, 5.5658542633056641E+001, 5.4720107465982437E-002, 2.2233992815017700E-002, 2.6593381538987160E-002, 2.1342124938964844E+002, 6.7414680961519480E-004, 1.6853670654296875E+003, 3.0641771316528320E+001, 7.2098288536071777E+000, 3.0219793701171875E+002, 3.0219793701171875E+002, 1.5749998390674591E-002, 9.0794258117675781E+000, 3.5137668609619141E+001,-2.0565295126289129E-003, 1.2458213604986668E-003, 1.0640125256031752E-003, 2.4100949522107840E-003, 1.9575103651732206E-003, 3.8283088207244873E+000,-2.8413683176040649E-001, 1.0171566162109375E+003, 2.8500000480562449E-003
cold_water,3,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+000, 1.5000000000000000E+000, 2.6800000000000000E+002, 2.4999999441206455E-003, 9.9700000000000000E+004, 1.2942557334899902E+000, 1.6000000000000000E+001, 7.5000000000000000E+000, 2.0000000000000000E+000, 2.6000000000000000E+001, 1.0000000000000000E+005, 2.7100000000000000E+002, 3.0000000000000000E+002, 1.0000000000000000E+000, 2.7751920700073242E+001, 6.8309927883092314E-006, 1.5705372788943350E-004, 3.1857562717050314E-003, 2.1927610039710999E-001,-9.9889911711215973E-002, 2.1927610039710999E-001, 4.0000000000000000E+000,-2.0053216814994812E-001,-2.5066521018743515E-002, 2.2996374964714050E-001, 2.2901356220245361E-001,-9.9227830767631531E-002, 4.6083953976631165E-001, 8.4771406650543213E-001, 7.9008294269442558E-003, 8.5268327966332436E-003, 8.5268840193748474E-003, 7.9008294269442558E-003, 1.0293279647827148E+001, 1.0225707665085793E-002, 2.4846438318490982E-003, 3.1857562717050314E-003, 2.8930515289306641E+001, 7.1164563451020513E-006, 1.7791141510009766E+001, 6.1237111091613770E+000, 1.5309277772903442E+000, 2.6843350219726562E+002, 2.6843350219726562E+002, 2.5510957930237055E-003, 1.0822526931762695E+001, 6.2338871955871582E+000,-2.1744715049862862E-002, 1.2955237179994583E-003, 1.3263049768283963E-003, 1.4471794711425900E-003, 1.4902494149282575E-003, 7.8188806772232056E-001,-2.3774623870849609E-002, 1.0066094360351562E+003, 1.5956391871441156E-004
extreme_water,3,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.6000000000000000E+001, 6.0000000000000000E+000, 2.9500000000000000E+002, 1.0999999940395355E-002, 9.8800000000000000E+004, 1.1592786312103271E+000, 4.4000000000000000E+001, 3.2000000000000000E+001, 7.5000000000000000E+000, 6.6000000000000000E+001, 1.0000000000000000E+005, 2.9800000000000000E+002, 1.6000000000000000E+003, 1.0000000000000000E+000, 1.0804169921875000E+003, 1.2566120130941272E-003, 2.8500000480562449E-003, 1.9752437248826027E-002, 5.1046237945556641E+000,-8.3594068884849548E-002, 5.1002840995788574E+000, 4.0000000000000000E+000,-1.6710076481103897E-002,-7.5954891508445144E-004, 3.1622838973999023E+000, 3.1504399776458740E+000,-8.5279427468776703E-002, 6.1579398810863495E-002, 1.2127078324556351E-001, 7.4864037334918976E-002, 8.6582563817501068E-002, 8.6591005325317383E-002, 7.4864044785499573E-002, 8.7984367370605469E+001, 8.6788929998874664E-002, 1.6928406432271004E-002, 1.9752437248826027E-002, 4.8129162597656250E+002, 7.9415831714868546E-004, 1.9853957519531250E+003, 2.3789871215820312E+001, 5.4899702072143555E+000, 2.9628738403320312E+002, 2.9628738403320312E+002, 1.1549999006092548E-002, 8.9516086578369141E+000, 2.7113348007202148E+001,-3.5725415218621492E-003, 1.2163260253146291E-003, 1.0652032215148211E-003, 2.4181103799492121E-003, 2.0244808401912451E-003, 4.8097486495971680E+000,-2.1003897488117218E-001, 1.0137816162109375E+003, 2.8500000480562449E-003
xland_exactly_1p5,3,2,1, 3.0000000000000000E+003, 1.5000000000000000E+000, 0.0000000000000000E+000, 7.0000000000000000E+000, 2.0000000000000000E+000, 2.9400000000000000E+002, 9.4999996945261955E-003, 9.9150000000000000E+004, 1.1683803796768188E+000, 2.2000000000000000E+001, 9.0000000000000000E+000, 2.5999999046325684E+000, 3.4000000000000000E+001, 1.0000000000000000E+005, 2.9700000000000000E+002, 8.0000000000000000E+002, 8.0000001192092896E-001, 7.7000000000000000E+001,-9.4559637897617677E-012, 2.3041464737616479E-004, 9.4105983152985573E-003, 3.4360837936401367E-001,-7.2557300329208374E-002, 3.3956319093704224E-001, 4.0000000000000000E+000,-1.3024896383285522E-001,-1.1840814724564552E-002, 3.1517401337623596E-001, 3.0933809280395508E-001,-7.3123387992382050E-002, 3.4356507658958435E-001, 6.4265179634094238E-001, 1.0041360743343830E-002, 1.1130445636808872E-002, 1.1130548082292080E-002, 1.0041361674666405E-002, 1.1878967285156250E+001, 9.3857171013951302E-003, 1.5837952494621277E-002, 9.4105983152985573E-003, 7.7000000000000000E+001,-8.7411302154838388E-012,-2.1852825739188120E-005, 6.9380922317504883E+000, 1.9823120832443237E+000, 2.9494122314453125E+002, 2.9494122314453125E+002, 9.4999996945261955E-003, 1.0776773452758789E+001, 7.4790363311767578E+000,-1.5023736283183098E-002, 1.2354231439530849E-003, 1.2214761227369308E-003, 1.4905442949384451E-003, 1.4698880258947611E-003, 1.7134706974029541E+000, 0.0000000000000000E+000, 1.0125158691406250E+003, 2.2967215045355260E-004
control_land,3,2,1, 3.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.9500000000000000E+002, 7.0000002160668373E-003, 9.9000000000000000E+004, 1.1643902063369751E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 2.5000000000000000E+002, 5.0000000000000000E-001,-3.3206512451171875E+001, 0.0000000000000000E+000, 1.0000000149011612E-001, 6.9513409398496151E-003, 1.8891337513923645E-001, 1.5003724396228790E-001, 1.8891337513923645E-001, 2.0000000000000000E+000, 1.2641338109970093E+000, 6.3206687569618225E-002, 1.8304981291294098E-001, 1.8304981291294098E-001, 1.5006707608699799E-001,-6.2077908515930176E+000,-6.4761013984680176E+000, 5.6419544853270054E-003, 1.3837532140314579E-002, 1.3926539570093155E-002, 5.6419554166495800E-003, 6.6378016471862793E+000, 3.2855998724699020E-003, 1.6893278807401657E-002, 6.9513409398496151E-003,-3.2182235717773438E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4824290275573730E+000, 6.9648575782775879E-001, 2.9297680664062500E+002, 2.9297680664062500E+002, 7.0000002160668373E-003, 5.3033046722412109E+000, 5.0990195274353027E+000, 1.2418857961893082E-001, 2.0187287591397762E-003, 1.0713223600760102E-003, 2.4892140645533800E-003, 1.2074988335371017E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104064331054688E+003, 1.0000000149011612E-001
